activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,sector,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XM-DAC-46007-500645,result_6,result_6_13,1,1,NULL,Salud,"Número de centros de atención médica (hospitales, centros de salud, etc) a intervenir","Cantidad de establecimientos de salud (hospitales, clínicas, centros de salud, puestos médicos u otras instalaciones sanitarias) beneficiados con obras de construcción, ampliación, rehabilitación o mantenimiento en el marco del proyecto.",2020,NULL,0,NULL
XM-DAC-46007-500645,result_6,result_6_11,1,1,NULL,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2020,NULL,0,NULL
XM-DAC-46007-500645,result_5,result_5_19,1,1,NULL,Registro Nacional,"Número de registros (identificación personal, documentos de identidad, títulos, digitalización)","Cantidad de títulos de propiedad otorgados, personas registradas y/o documentos digitalizados como parte del alcance del proyecto.",2020,NULL,0,NULL
XM-DAC-46007-500645,result_4,result_4_4,1,1,NULL,Energía,Conexiones de energía,Cantidad de derivaciones o conexiones construidas desde la red de distribución del servicio eléctrico hacia la edificación o propiedad donde se hará uso de la energía eléctrica.,2020,NULL,0,NULL
XM-DAC-46007-500645,result_3,result_3_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2020,NULL,1563470,NULL
XM-DAC-46007-500645,result_3,result_3_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500645,result_3,result_3_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500645,result_3,result_3_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500645,result_2,result_2_9,1,1,NULL,Educación,Área de construcción - educación,"Cantidad de metros cuadrados de centros educativos construidos y rehabilitados en el proyecto, incluidas las ampliaciones tales como áreas cívicas, canchas deportivas, bibliotecas, laboratorios, auditorios, salones de usos múltiples, entre otros. ",2020,NULL,0,NULL
XM-DAC-46007-500645,result_2,result_2_10,1,1,NULL,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2020,NULL,0,NULL
XM-DAC-46007-500645,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500645,result_1,result_1_6,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500646,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,NULL,1064222,NULL
XM-DAC-46007-500646,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500646,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500646,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500646,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,9,NULL
XM-DAC-46007-500646,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2021,NULL,17292,NULL
XM-DAC-46007-500646,result_1,result_1_6,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2021,NULL,11773,NULL
XM-DAC-46007-500669,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500669,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500701,result_2,result_2_14,1,1,NULL,Salud,"Inversión en salud (equipo, tecnología)","Monto de los recursos del proyecto  para la obtención de productos tecnológicos y equipos que aportan al desarrollo del sector salud, incluyendo equipo médico, equipo no médico (como muebles y equipos de oficina), entre otros.",2021,NULL,0,NULL
XM-DAC-46007-500701,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,NULL,99248,NULL
XM-DAC-46007-500701,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500701,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,3074,NULL
XM-DAC-46007-500701,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500701,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,6148,NULL
XM-DAC-46007-500705,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,NULL,0,NULL
XM-DAC-46007-500705,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500705,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500705,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500734,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,3666667,NULL
XM-DAC-46007-500734,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,4362,NULL
XM-DAC-46007-500734,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,7150,NULL
XM-DAC-46007-500744,result_1,result_1_23,1,1,NULL,OPD,"Implementación de políticas, acciones, iniciativas, acuerdos - OPD","Cantidad de políticas, acciones, iniciativas, acuerdos, entre otros, implementadas en el marco de una Operación de Política de Desarrollo (OPD).",2022,NULL,21,NULL
XM-DAC-46007-500749,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2021,NULL,0,NULL
XM-DAC-46007-500749,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2021,NULL,17,NULL
XM-DAC-46007-500749,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2021,NULL,0,NULL
XM-DAC-46007-500749,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,NULL,1357.5,NULL
XM-DAC-46007-500749,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500749,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500749,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500749,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500791,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,NULL,0,NULL
XM-DAC-46007-500791,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500791,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,470,NULL
XM-DAC-46007-500791,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500791,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,1068,NULL
XM-DAC-46007-500806,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2023,NULL,0,NULL
XM-DAC-46007-500806,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,580,NULL
XM-DAC-46007-500806,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,4331,NULL
XM-DAC-46007-500818,result_2,result_2_18,1,1,NULL,Seguridad,Espacios vinculados a la seguridad ciudadana,"Número de infraestructuras físicas construidas, ampliadas, rehabilitadas destinadas a la prevención, control y atención en materia de seguridad ciudadana. Incluye celdas, unidades policiales, centros y granjas penitenciarias.",2022,NULL,8,NULL
XM-DAC-46007-500818,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,0,NULL
XM-DAC-46007-500818,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500818,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500818,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500818,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500832,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2022,NULL,0,NULL
XM-DAC-46007-500832,result_1,result_1_29,1,1,NULL,Efectos,Emisiones de CO2 (tonelada de CO2 anuales),"Toneladas de emisiones de dióxido de carbono anuales reducidas a raíz del proyecto. Este indicador aplica para proyectos con enfoques de eficiencia energética, proyectos de energía renovable, así como para proyectos de procesamiento y distribución.",2022,NULL,14526.48,NULL
XM-DAC-46007-500832,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,2204579,NULL
XM-DAC-46007-500832,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500832,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,489,NULL
XM-DAC-46007-500832,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500832,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,923,NULL
XM-DAC-46007-500834,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,NULL,0,NULL
XM-DAC-46007-500834,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500834,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,39000,NULL
XM-DAC-46007-500834,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500834,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500847,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,NULL,0,NULL
XM-DAC-46007-500847,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2022,NULL,0,NULL
XM-DAC-46007-500847,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,878762,NULL
XM-DAC-46007-500847,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500847,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500847,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500847,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500860,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,NULL,0,NULL
XM-DAC-46007-500860,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500860,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2022,NULL,14.6,NULL
XM-DAC-46007-500860,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,273655,NULL
XM-DAC-46007-500860,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500860,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500864,result_2,result_2_19,1,1,NULL,Registro Nacional,"Número de registros (identificación personal, documentos de identidad, títulos, digitalización)","Cantidad de títulos de propiedad otorgados, personas registradas y/o documentos digitalizados como parte del alcance del proyecto.",2022,NULL,0,NULL
XM-DAC-46007-500864,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,25026275,NULL
XM-DAC-46007-500864,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500864,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500888,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,NULL,0,NULL
XM-DAC-46007-500888,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500888,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,0,NULL
XM-DAC-46007-500888,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,36,NULL
XM-DAC-46007-500888,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,30033,NULL
XM-DAC-46007-500888,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,102,NULL
XM-DAC-46007-500900,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,529000,NULL
XM-DAC-46007-500900,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,1878,NULL
XM-DAC-46007-500900,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500900,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,3756,NULL
XM-DAC-46007-500901,result_7,result_7_15,1,1,NULL,Viviendas,Viviendas,"Cantidad total de viviendas construidas, mejoradas y/o rehabilitadas dentro del proyecto.",2022,NULL,0,NULL
XM-DAC-46007-500901,result_6,result_6_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,NULL,0,NULL
XM-DAC-46007-500901,result_6,result_6_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500901,result_6,result_6_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2022,NULL,0,NULL
XM-DAC-46007-500901,result_5,result_5_19,1,1,NULL,Registro Nacional,"Número de registros (identificación personal, documentos de identidad, títulos, digitalización)","Cantidad de títulos de propiedad otorgados, personas registradas y/o documentos digitalizados como parte del alcance del proyecto.",2022,NULL,0,NULL
XM-DAC-46007-500901,result_4,result_4_4,1,1,NULL,Energía,Conexiones de energía,Cantidad de derivaciones o conexiones construidas desde la red de distribución del servicio eléctrico hacia la edificación o propiedad donde se hará uso de la energía eléctrica.,2022,NULL,0,NULL
XM-DAC-46007-500901,result_3,result_3_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,2814066,NULL
XM-DAC-46007-500901,result_3,result_3_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500901,result_3,result_3_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,210,NULL
XM-DAC-46007-500901,result_3,result_3_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500901,result_3,result_3_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,413,NULL
XM-DAC-46007-500901,result_2,result_2_8,1,1,NULL,Educación,Aulas construidas y rehabilitadas,Cantidad de aulas construidas y rehabilitadas en el proyecto. ,2022,NULL,0,NULL
XM-DAC-46007-500901,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500901,result_1,result_1_6,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500918,result_1,result_1_29,1,1,NULL,Efectos,Emisiones de CO2 (tonelada de CO2 anuales),"Toneladas de emisiones de dióxido de carbono anuales reducidas a raíz del proyecto. Este indicador aplica para proyectos con enfoques de eficiencia energética, proyectos de energía renovable, así como para proyectos de procesamiento y distribución.",2023,NULL,720142,NULL
XM-DAC-46007-500918,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2023,NULL,0,NULL
XM-DAC-46007-500918,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,0,NULL
XM-DAC-46007-500918,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,5114,NULL
XM-DAC-46007-500918,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,0,NULL
XM-DAC-46007-500918,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,10147,NULL
XM-DAC-46007-500930,result_3,result_3_5,1,1,NULL,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2023,NULL,0,NULL
XM-DAC-46007-500930,result_3,result_3_3,1,1,NULL,Energía,Potencia,"Cantidad de energía producida por el proyecto o programa por unidad de tiempo; es decir, lo máximo que pueden desarrollar el proyecto en un momento dado en vatios de electricidad (El Mega Watts o Mega Vatio equivale a 1 millón de Vatios  = 1 millón de julio por segundo).",2023,NULL,0,NULL
XM-DAC-46007-500930,result_2,result_2_29,1,1,NULL,Efectos,Emisiones de CO2 (tonelada de CO2 anuales),"Toneladas de emisiones de dióxido de carbono anuales reducidas a raíz del proyecto. Este indicador aplica para proyectos con enfoques de eficiencia energética, proyectos de energía renovable, así como para proyectos de procesamiento y distribución.",2023,NULL,42777,NULL
XM-DAC-46007-500930,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2023,NULL,0,NULL
XM-DAC-46007-500930,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,0,NULL
XM-DAC-46007-500930,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2023,NULL,0,NULL
XM-DAC-46007-500930,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,NULL,0,NULL
