activity_identifier,contact_type,organisation,department,person_name,job_title,telephone,email,website,mailing_address
XM-DAC-46008-cfa012126,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012184,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011904,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007950,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010787,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007860,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011726,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa004991,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011799,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfc011765,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010634,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012629,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010298,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008239,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008793,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011909,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011650,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008491,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa005842,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007894,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010454,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011209,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011857,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008814,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfl0000003786,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011666,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008832,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011865,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010352,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011899,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011375,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007836,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008702,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007142,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfl0000003946,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa004536,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011786,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012479,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010048,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012447,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa006966,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008519,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011724,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008606,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007725,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011810,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010094,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa004580,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa005702,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa004990,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008756,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011537,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011688,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008744,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009646,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa006959,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011578,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011948,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008640,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012118,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010426,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010515,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008789,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009408,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009929,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009277,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010451,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009629,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008839,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010910,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010170,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011574,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011448,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008340,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011215,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008591,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010917,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010259,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010588,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010574,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008041,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008619,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011583,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011419,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa004987,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008237,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011919,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa006903,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009211,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010606,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008507,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011367,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011549,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011395,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010869,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009543,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007649,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008586,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011245,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008785,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012483,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011759,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012559,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007151,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011363,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa006271,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010666,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011788,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012198,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009691,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009344,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011750,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007996,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009693,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009117,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007657,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011207,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009481,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011387,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011613,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009150,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa005802,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009914,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008763,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa006536,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012239,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010148,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010546,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011385,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007783,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa007788,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011504,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009784,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011831,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011264,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011235,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012636,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009896,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010459,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011250,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008109,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011571,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa009883,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011208,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011805,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008711,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012364,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008707,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011243,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa012008,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa006532,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010602,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa008602,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011636,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa004515,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa010482,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011684,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
XM-DAC-46008-cfa011854,1,CAF Development bank of Latin America and the Caribbean,,,,,transparencia@caf.com,https://www.caf.com,"Torre CAF, Av Luis Roche Altamira, Caracas"
