activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XM-DAC-46008-cfa004488,2,1,Los recursos de este cupo global de crédito fueron destinados a apoyar al Gobierno Nacional en la ejecución de la estrategia de mejora de la gestión integral de endeudamiento público.,,1
XM-DAC-46008-cfa004488,1,2,Línea precautoria para mitigar el riesgo de refinanciamiento de los compromisos de repago de la deuda pública proporcionando una fuente de recursos líquidos en períodos de volatilidad financiera que dificulten el acceso a los mercados de capitales en condiciones sostenibles.,,1
XM-DAC-46008-cfl0000003533,1,1,Línea de crédito revolvente no comprometida por un monto de USD 150.000.000.,,1
XM-DAC-46008-cfl0000003533,2,2,"i) Financiar operaciones de crédito para los clientes del Banco de los segmentos micro, pequeña y mediana empresa. ii) Financiar operaciones de comercio exterior, capital de trabajo, adquisición de equipos y bienes de capital y proyectos de inversiones de los clientes del Banco. iii) Apoyar programas del Banco para financiar a sus clientes en proyectos de eficiencia energética, cogeneración y negocios verdes.  iv) Apoyar programas del Banco para financiar créditos hipotecarios destinados a viviendas sociales y/o sustentables. v) Financiar al Banco a través de la suscripción/compra de bonos verdes, sociales o sostenibles emitidos por el Banco mediante oferta privada. vi) Emitir garantías y/o avales para cubrir al Banco ante terceros. ",,1
XM-DAC-46008-cfa004506,2,1,"El objetivo de la inversión es canalizar recursos para apoyar empresas medianas con potencial de crecimiento, con modelos de negocio sólidos y capacidad de expansión regional en México, la región Andina y Centroamérica. A través de esta inversión, se busca también fortalecer el tejido empresarial, fomentar la generación de empleo de calidad y contribuir al desarrollo económico sostenible en la región.",,1
XM-DAC-46008-cfa004506,1,2,"Colony Latin America Fund I-A L.P. (CLAF I-A) anteriormente Aureos Latin America Fund I (ALAF I), comenzó operaciones en diciembre 2007. Gestionado por  Colony Latin America Fund I GP, LLC. El fondo fue enfocado en inversiones de capital y cuasi-capial de mediano y largo plazo en medianas empresas que estén organizadas y/o que tengan sus operaciones en México, la región andina  y Centroamérica",,1
XM-DAC-46008-cfa012251,2,1,"Fortalecer y mejorar la gestión integral y sostenible de los recursos hídricos en la cuenca alta del río Lempa. Este Programa busca alcanzar este objetivo a través de la implementación de diversas intervenciones que incluyen la mejora y ampliación de los sistemas de agua potable y saneamiento, la construcción de nuevas plantas de tratamiento de aguas residuales, y la implementación de medidas de protección y restauración ambiental.",,1
XM-DAC-46008-cfa012251,1,2,"El Programa contribuye a la sostenibilidad del recurso hídrico en la cuenca alta del río Lempa a través de intervenciones de restauración forestal, tratamiento de aguas residuales y mejoramiento del tratamiento de agua potable, de forma tal que se contribuya a la disminución de los efectos del cambio climático en la zona de influencia, se disminuya la sedimentación y sus efectos en el río Lempa y se reduzcan las descargas sin tratamiento de agua residuales a cuerpos receptores en la cuenca alta del río Lempa (área de influencia de Trifinio) y en el río Chilama. Para ello se contemplan tres componentes: pre inversión, mejoramiento de la calidad del agua en la cuenca alta del río Lempa y administración y fortalecimiento institucional.  ",,1
XM-DAC-46008-cfa012572,2,1,"Apoyar al gobierno de Barbados a potenciar sus economías culturales y creativas, a través de la promoción innovadora y sostenible de acciones para la recuperación y promoción de su patrimonio cultural y la construcción de infraestructura relacionada de clase mundial, como estrategia de desarrollo económico y social de su población.",,1
XM-DAC-46008-cfa012572,1,2,"""El fortalecimiento del marco de políticas sectoriales y de inversiones estratégicas de las economías culturales y creativas en Barbados apunta a los siguientes objetivos en cada uno de sus subcomponentes:   i.\t""""Reclaiming Our Atlantic Destiny (ROAD)”: i) obras que conformarán un Distrito Patrimonial, que incluirá el monumento ancestral en el cementerio de esclavos de Newton, el Centro Nacional de Artes Escénicas, el Museo Nacional de la Esclavitud Transatlántica y la Migración Forzada y, la sede del Instituto Internacional de Investigación Genealógica. Estas obras son financieramente viables y sostenibles, con monumentos y equipamientos para el arte, la cultura y la investigación y el encuentro con su pasado. ROAD busca incorporar a la población local joven, especialmente mujeres para contribuir, al desarrollo económico y social de Barbados. Sobre este Distrito, y en general de todo el programa ROAD, éste hace parte de las prioridades de inversión del Plan de Recuperación y Transformación Económica de Barbados. ii) la digitalización de los archivos históricos junto con el desarrollo de una economía archivística, que incluye el proceso mismo de digitalización, así como la sistematización de los hallazgos, el aseguramiento y la difusión de la información. Barbados está apostando, por un lado, a la construcción de nueva sede de los archivos, que estará localizada en el “Export Barbados Life Sciences Park”, aledaño al Distrito Patrimonial, conformando así un núcleo de equipamientos orientados a la investigación, la cultura, la memoria histórica y el arte. Por otra parte, en el marco de este proyecto se ha seleccionado personal para la conformación del equipo de trabajo, con una participación importante de población joven, especialmente femenina, a quienes se han involucrado en procesos de generación de capacidades y formación. ii.\tFlying Fish Music Park: construcción de infraestructuras y plan de gestión de equipamiento en las instalaciones del Jardín Botánico para consolidar el desarrollo de una alternativa con eventos y encuentros culturales, integrando la música, el entretenimiento, experiencias educativas, exhibiciones culturales, mercados artesanales y experiencias culinarias, entre otras, para ampliar la oferta existente de actividades de sol y playa. Este parque busca generar capacidades y formar artistas y creadores para la cualificación de su actividad y generar emprendimientos. El proyecto contempla un escenario semiabierto, articulado a otros espacios también techados para la estancia de las personas y el desarrollo de actividades complementarias. Este proyecto cobra valor por lo establecido en la política poblacional de Barbados que traza como meta incrementar la población en edad de trabajar, identificando sectores clave que pueden apoyar el crecimiento económico, como el turismo cultural y patrimonial. iii.\tModernización de equipos de la Air Navigation Service Department (ANSD): plan de modernización y transformación de la ANSD. Para proveer servicios de navegación aérea, alcanzar el equilibrio económico y un plan de renovación de activos para los próximos 8 años.  La primera etapa consiste en la renovación del siguiente equipo: System Monopulse Secondary Surveillance Radar (MSSR) que es un tipo de sistema de radar utilizado para el control del tráfico aéreo y la vigilancia, Automated Terminal Information System (ATIS) que un sistema de transmisión continua de información grabada sobre las condiciones aeronáuticas en aeropuertos con mucho tráfico, Automated Weather Observation Station (AWOS) que es un sistema automatizado que proporciona información meteorológica en tiempo real y continua en los aeropuertos, Distance Measuring Equipment (DME) que es un sistema de navegación que permite a las aeronaves medir la distancia desde una estación en tierra y Doppler Very High-Frequency Omnirange (DVOR) que es un sistema de navegación de radio de corto/medio alcance que ayuda a las aeronaves a determinar su posición y dirección en relación con su destino. """,,1
XM-DAC-46008-cfa902408,2,1,"El objetivo de esta inversión es otorgar financiamiento estructurado a empresas medianas que operan principalmente en Brasil, Colombia, México y Perú, con un enfoque prioritario en iniciativas que contribuyan a la agenda climático, en sectores con alto potencial de crecimiento, incluyendo infraestructura, manufactura, salud y energías renovables.",,1
XM-DAC-46008-cfa902408,1,2,"DIC Latin American Fund IV es un fondo de capital cerrado denominado en dólares, domiciliado en Ontario Canadá, gestionado por DIC Latin American Fund IV GP, LLC, en el que CAF participa en el año 2023, que tiene como propósito otorgar deuda estructurada  a empresas medianas  que se encuentren operando en Brasil, Colombia, México y Perú principalmente, en sectores económicos de alto crecimiento esperado tales como infraestructura, manufacturas, salud y energías renovables.",,1
XM-DAC-46008-cfa009331,2,1,"El objetivo de la inversión en el Fondo es canalizar recursos a proyectos clave con alto impacto en el sector de infraestructura infraestructura en Colombia y Perú principalmente, y de forma complementaria en Panamá, Costa Rica, Guatemala y El Salvador. ",,1
XM-DAC-46008-cfa009331,1,2,"Fondo Ashmore Andino II – FCP, es un fondo de capital privado creado en 2016, denominado en pesos colombianos, domiciliado en Colombia, y gestionado por Ashmore Management Company S.A.S., cuyo objetivo es invertir en proyectos de infraestructura en Colombia y Perú principalmente (Panamá, Costa Rica, Guatemala y El Salvador en forma secundaria). El Fondo se divide en 2 compartimentos A y B, CAF participa en el Compartimento A que invierte en los países mencionados, el compartimiento B, sólo invierte en Colombia.",,1
XM-DAC-46008-cfa008349,2,1,"Los objetivos de esta inversión son apoyar en el desarrollo de la industria de capital privado en México: (i) movilizar recursos de terceros locales y extranjeros, (ii) uso eficiente de los recursos atendiendo a más empresas de las cuales no podriamos atender directamente, (iii) beneficiar en el acceso a financiamiento, crecimientos de pymes y generación de empleos de calidad, (iv) aportar capital inteligente, fortalecimiento, gobernanza e internacionalización de las empresas beneficiadas, y (v) impacto en desarrollo beneficiando las cadenas de valor de los sectores de restauración, IT, transporte, turismo, y servicios financieros, entre otros.",,1
XM-DAC-46008-cfa008349,1,2,"Nexxus Capital Private Equity Fund VI es un fondo de capital privado mexicano gestionado por Nexxus Capital constituido en el 2013 enfocado en invertir en empresas medianas con alto potencial de crecimiento. Los objetivos de esta inversión apoyar en el desarrollo de la industria de capital privado en México: (i) movilizar recursos de terceros locales y extranjeros, (ii) uso eficiente de los recursos atendiendo a más empresas de las cuales no podriamos atender directamente, (iii) beneficiar en el acceso a financiamiento, crecimientos de pymes y generación de empleos de calidad, (iv) aportar capital inteligente, fortalecimiento, gobernanza e internacionalización de las empresas beneficiadas, y (v) impacto en desarrollo beneficiando las cadenas de valor de los sectores de restauración, IT, transporte, turismo, y servicios financieros, entre otros.  ",,1
XM-DAC-46008-cfa010524,2,1,"El objetivo de este financiamiento es financiar parcialmente la construcción y puesta en marcha de los parques eólicos Villalonga y Chubut Norte, respaldando la iniciativa de aprovechamiento de recursos renovables en Argentina (programa RenovAr).  El financiamiento a estos parques eólicos permitirá aportar al sistema eléctrico argentino una capacidad instalada de 80,55 MW de energía renovable, contribuyendo de esta manera a la diversificación de una matriz energética más limpia y a la seguridad energética del país.",,1
XM-DAC-46008-cfa010524,1,2,"El promotor de los proyectos es Genneia S.A., quien se caracteriza por su solidez operacional y financiera. Cuenta con una capacidad instalada de 643MW en térmico y 158,7MW en eólico.  Los Proyectos, adjudicados en la primera ronda RenovAr 1.0, consisten en la construcción, puesta en marcha y operación de dos parques eólicos: i) Villalonga (51,75 MW), Genneia Vientos Argentinos< y ii) Chubut Norte (28,8 MW), Genneia Vientos del Sur. Los proyectos se encuentran generando energía eólica desde diciembre de 2018, a través de unos contrato de compra-venta de energía firmado por CAMMESA (Administrador del mercado mayorista eléctrico argentino).",,1
XM-DAC-46008-cfa012076,2,1,"El objetivo del Programa es fortalecer el Sistema Nacional de Salud - SNS y apoyar la implementación de la política de salud pública y las acciones priorizadas por el MSP y la República del Ecuador a través del Plan Nacional de Desarrollo, de forma que su ejecución asegure un modelo de atención integral de salud a niños en sus primeros días de vida, madres gestantes y lactantes, adolescentes, jóvenes y población vulnerable en general con criterios de inclusión y respeto a la diversidad cultural.",,1
XM-DAC-46008-cfa012076,1,2,"El Programa se ejecutará a través de los siguientes tres componentes:  1. Proyectos de inversión. Este componente incluye la ejecución de cinco proyectos del sector Salud a ser descritos a continuación, los cuales conforman el Programa para la ejecución del Plan Anual de Inversión de Salud Pública 2023 – 2025.  1.1 Proyecto 1: Ecuador Libre de Desnutrición infantil. En Ecuador, según los datos de la Encuesta Nacional de Salud y Nutrición (ENSANUT), la prevalencia del retardo en talla o DCI en niños menores de 2 años fue del 24% en el año 2012, cifra que se incrementó a 27% en el año 2018< del cual se observa una distribución equitativa a nivel regional: Amazonía y Sierra (29,46%), Insular (28,63%) y Costa (28,63 %). Con respecto a las diferentes provincias a nivel nacional, 4 de cada 10 niños y niñas de Tungurahua, Chimborazo y Santa Elena sufren DCI< por otra parte, la provincia de El Oro es la provincia con menos porcentaje de DCI con el 19%.  El objetivo general de este Proyecto es contribuir a la reducción de la Desnutrición Crónica Infantil, mediante la aplicación del paquete priorizado de salud en mujeres embarazadas y niños menores de 2 años, realizando acciones intersectoriales con énfasis en la participación ciudadana y la interculturalidad, focalizando intervenciones en parroquias priorizadas del país.  El paquete priorizado para combatir la desnutrición crónica infantil consiste en una serie de prestaciones priorizadas en base a evidencia científica, entre las cuales se encuentran controles prenatales, controles de niño sano, esquema de vacunación completo para la edad, sesiones demostrativas de hábitos saludables y acceso a agua segura.  Este objetivo se pretende alcanzar a través de: i) ejecución de prestaciones de salud del paquete priorizado para los niños y niñas menores de 2 años y mujeres embarazadas< ii) desarrollo de competencias en salud mediante la educación y consejería nutricional, basado en sesiones demostrativas, fomentando la participación ciudadana y la articulación de trabajo con los Gobiernos Autónomos Descentralizados (GAD´S), para actuar frente a los determinantes de la salud< y, iii) fortalecimiento de herramientas para la identificación, captación y seguimiento nominal (individual) en la población objetivo, a través del mejoramiento de los sistemas de información con el fin de medir los indicadores del paquete priorizado de salud para combatir la DCI. Para ello se financiarán principalmente recursos humanos, insumos médicos y micronutrientes.  Por otro lado, luego del análisis técnico respectivo de las parroquias priorizadas con la finalidad de reducir la DCI en esos sectores, se focalizarán en el seguimiento y monitoreo de las acciones que tienen mayor repercusión sobre la salud de la madre y el niño o niña en los primeros años de vida, entre las cuales se encuentran la captación temprana, atención integral, y acciones comunitarias que promuevan la asistencia a los controles de salud establecidos y se beneficien del paquete de atención de salud.",,1
XM-DAC-46008-cfl0000003445,2,1,"Los recursos de la Línea de Crédito serán utilizados para Financiamiento de operaciones de: i. Capital de trabajo del Banco ii. Comercio exterior, capital de trabajo y ampliaciones de planta de sus clientes iii. Financiamiento de proyectos de los clientes del Banco y< iv. Emisión de avales y garantías",,1
XM-DAC-46008-cfl0000003445,1,2,Línea de crédito revolvente no comprometida por un monto de USD 200.000.000.,,1
XM-DAC-46008-cfa007352,1,1,"El Programa contempla el financiamiento de las rutas en las provincias del Chaco (Secciones I y II de la Ruta Provincial N° 9), Misiones (Sección I de la Ruta Provincial N° 8) y Formosa (Sección III de la Ruta Provincial N° 9)en el norte del país.",,1
XM-DAC-46008-cfa007352,2,2,"Incrementar y optimizar la transitabilidad de las redes de caminos provinciales, generando una integración productiva entre las diferentes regiones del país y contribuyendo a una recuperación económica sostenible. De esta manera se facilitará el transporte de bienes en corredores productivos provinciales, regionales e internacionales en todo el territorio argentino.",,1
XM-DAC-46008-cfa012048,2,1,"Asegurar la provisión del servicio de agua potable del cantón Samborondón hasta el año 2031, mediante la construcción de la primera fase del nuevo sistema de agua potable con una capacidad de producción de 400 litros por segundo que beneficiará a cerca de 70.000 personas",,1
XM-DAC-46008-cfa012048,1,2,"La operación consiste en un préstamo al Gobierno Municipal de Samborondón, con garantía soberana de Ecuador, para asegurar la provisión del servicio de agua potable del Cantón Samborondón hasta el año 2031,  financiando parcialmente el Programa Integral de Infraestructura de Servicios. Consta de tres componentes: (i) Agua Potable, con el diseño y construcción de una nueva captación, sistema de impulsión, planta de tratamiento y tanque de reserva< (ii) Vialidad, con estudios y obras para mejorar la movilidad en La Puntilla< y (iii) Fortalecimiento Institucional, que abarca planes maestros de agua y saneamiento, gestión del programa y auditorías. ",,1
XM-DAC-46008-cfa000866,2,1,El objetivo de la inversión es el fortalecimiento patrimonial del Banco de Desarrollo Productivo S.A.M (BDP) como banco de desarrollo de Bolivia.,,1
XM-DAC-46008-cfa000866,1,2,"Inversión patrimonial directa en banco de desarrollo de Bolivia, apoyando su misión de de “Financiar el Desarrollo y la Innovación Productiva del País”.",,1
XM-DAC-46008-cfa012150,2,1,Asegurar el abastecimiento de agua cruda para la potabilización y riego de la región Noreste de la Provincia de Formosa que fomenten el desarrollo sustentable de la producción agropecuaria.,,1
XM-DAC-46008-cfa012150,1,2,"El Proyecto ebusca poner a disposición una fuente de agua cruda permanente, extraída del río Paraguay, para alimentar las diferentes plantas potabilizadoras localizadas a lo largo de la traza del acueducto< incrementar el área de cultivo, a través de la provisión de agua cruda para riego a las diferentes explotaciones agropecuarias localizadas en la zona y fortalecer las capacidades de gestión para el uso adecuado y eficiente del agua y de los sistemas construidos. Se espera beneficiar con servicio mejorado de agua potable a  aproximadamente 47.500 habitantes actuales de los departamentos de Pilcomayo, Pilagás y Patiño, así como también a 2100 unidades productivas que alcanzan alrededor de 40.000 hectáreas. Considerando la evaluación realizada, el Proyecto se ha estructurado con los siguientes componentes, a saber: (i) obras de infraestructura, (ii) fortalecimiento institucional< y (iii) otros gastos.  ",,1
XM-DAC-46008-cfa010521,1,1,"El Programa prevé: (i) ampliar y readecuar el sistema vial municipal de Caucaia a través de la construcción y mejora de aproximadamente 170 km de vías locales en los distritos de Jurema y Sede< (ii) recalificar espacios y equipamientos urbanos públicos: 5 plazas, 3 lagunas, 1 centro social de eventos y 10 ecopuntos< y (iii) realizar acciones de fortalecimiento para 1.000 micro emprendedores.  Los beneficiarios directos del Programa serán los habitantes de los distritos de Jurema y Sede, estimados en 294.735 habitantes, y los beneficiarios indirectos serán los restantes pobladores del Municipio (IBGE, 2016). ",,1
XM-DAC-46008-cfa010521,2,2,"Contribuir con la mejora en la MOVILIDAD urbana y accesibilidad, calidad socioambiental, recalificación de espacios colectivos y generación de empleo y renta para el desarrollo económico, social y ambiental del Municipio de Caucaia.",,1
XM-DAC-46008-cfa012135,2,1,"El objetivo es apoyar la implementación de los ejes estratégicos, urbanístico, económico, social e institucional, definidos en el Plan de Desarrollo y Ordenamiento Territorial 2019 – 2023 del Cantón de Chone, a través de la implementación de proyectos orientados a dotar de soluciones integrales a la problemática del sector urbano en el Cantón de Chone en materia de espacio público, infraestructura vial y servicios básicos. Mediante estas intervenciones se contribuye a mitigar y combatir los efectos del cambio climático, generando  beneficios en la calidad ambiental y salud pública, e incrementando el valor urbanístico para la ciudad y el bienestar para su población. ",,1
XM-DAC-46008-cfa012135,1,2,"El objetivo del Programa es apoyar la implementación de los ejes estratégicos, urbanístico, económico, social e institucional, definidos en el Plan de Desarrollo y Ordenamiento Territorial 2019 – 2023 del Cantón de Chone, a través de la implementación de proyectos orientados a dotar de soluciones integrales a la problemática del sector urbano en el Cantón de Chone en materia de espacio público, infraestructura vial y servicios básicos. Mediante estas intervenciones se contribuye a mitigar y combatir los efectos del cambio climático, generando  beneficios en la calidad ambiental y salud pública, e incrementando el valor urbanístico para la ciudad y el bienestar para su población. ",,1
XM-DAC-46008-cfl0000003686,1,1,Línea de crédito revolvente no comprometida por un monto de USD 150.000.000.,,1
XM-DAC-46008-cfl0000003686,2,2,"i. Financiar operaciones de comercio exterior, capital de trabajo y proyectos de inversión de los clientes del Banco, incluyendo proyectos de eficiencia energética, cogeneración y negocios verdes ii. Financiar capital de trabajo del Banco iii. Emisión y confirmación de cartas de crédito iv. Emisión de Garantías y/o Avales",,1
XM-DAC-46008-cfa012200,2,1,"Ampliar la capacidad y mejorar las condiciones de movilidad urbana y la oferta de servicios públicos del Municipio de Jundiaí, por medio del desarrollo de obras viales, de drenaje, urbanismo, salud, educación y deporte. ",,1
XM-DAC-46008-cfa012200,1,2,"El Programa prevé la recalificación y ampliación de aproximadamente 30,1 km de vías, obras de drenaje, la rehabilitación de espacios públicos y equipamimentos urbanos, la construcción y/o reforma Complejos Educacionales, Culturales, Deportivos y Unidades de Salud así como acciones de fortalecimiento institucional y de financiamiento de estudios y proyectos. ",,1
XM-DAC-46008-cfa010989,2,1,"Apoyar al Gobierno del Ecuador en la ejecución de la Agenda Urbana y la Política de Hábitat, promoviendo la eficiencia y la efectividad de las políticas nacionales.",,1
XM-DAC-46008-cfa010989,1,2,"El Programa tiene por objetivo financiar la estructuración y desarrollo de los siguientes instrumentos: (i) Sistema Nacional de Catastro de Hábitat y Vivienda (SNC), y (ii) instrumento de titularización de cartera hipotecaria para la disminución de tasas de interés, que estimule la oferta y facilite el acceso a financiamiento para vivienda de interés público y social de familias de bajos ingresos. El Programa espera beneficiar al menos a 145 de los 221 Gobiernos Autónomos Descentralizados Municipales (GADM) mediante su incorporación al SNC, así como aproximadamente a 5.000 familias de ingresos medios y bajos que podrán acceder a créditos hipotecarios para vivienda nueva.       ",,1
XM-DAC-46008-cfa011299,2,1,"Reducir los niveles de contaminación en los cuerpos de agua y mejorar la movilidad y accesibilidad del Municipio a través de inversiones en sistemas de saneamiento, consolidación de áreas verdes, reducción de pérdidas en la distribución de agua potable y construcción de sistema vial para aumentar la resiliencia climática y las condiciones de infraestructura, ambientales y sociales de Mogi das Cruzes. ",,1
XM-DAC-46008-cfa011299,1,2,"El Programa prevé financiar obras, equipamientos públicos y servicios relacionados con el saneamiento básico, el medio ambiente y la movilidad en áreas de influencia del río Tietê en su tramo dentro del MMC, además de gastos de preinversión vinculados al Programa y para la gestión y supervisión de las obras previstas. En términos generales, el Programa comprende: (i) la construcción/revitalización de 3 parques urbanos cerca del río Tietê, incluyendo el Jardín Botánico, además de la recuperación de márgenes de arroyos< (ii) la ampliación y renovación de la Planta de Tratamiento de Aguas Residuales Leste, para ampliar su capacidad en aproximadamente 80%< (iii) construcción de aproximadamente 7 km de colectores e interceptores, y 4 km de líneas de impulsión de agua residual para la ampliación de la cobertura de alcantarillado y descontaminación de los arroyos Lavapés y de los Corvos (los cuales se complementarán con obras de canalización para mejorar el macrodrenaje)< (iv) construcción/ampliación de aproximadamente 4 estaciones de bombeo de aguas residuales< (v) construcción de un corredor ambiental ecológico sostenible (con tres tramos viales), con una extensión aproximada de 3,8 km, además de viaductos y obras complementarias< (vi) construcción de ciclovías y pasarelas peatonales complementarias a las intervenciones viales y en espacios públicos< (vii) conectividad en los parques urbanos nuevos o revitalizados< y (viii) estudios y proyectos necesarios para el Programa. A tales efectos, el Programa se estructura en 3 componentes: (i) Obras de infraestructura< (ii) Gestión del Programa< y (iii) Otros gastos.",,1
XM-DAC-46008-cfa011060,2,1,"Contribuir a la mejora de la infraestructura urbana, el control de inundaciones y la preservación de manantiales y áreas verdes, así como a la implementación de áreas de ocio, aumentando la calidad de vida de la población.",,1
XM-DAC-46008-cfa011060,1,2,"El Proyecto contempla intervenciones integrales en 3 microcuencas de Araguaína que incluyen obras de captación de aguas de lluvia, construcción y ampliación de redes de drenaje principal y secundaria, implementación de áreas de Retención Temporal de Excedentes Hídricos (ARTEH), pavimentación de vías y señalización, creación y desarrollo de áreas verdes con equipos de ocio y deporte, e implementación de un área de conservación ambiental.",,1
XM-DAC-46008-cfa011779,2,1,"Contribuir a mejorar la calidad de vida, higiene y salubridad de los habitantes del área Metropolitana de Buenos Aires, de manera ambientalmente sustentable, a través de la ampliación y mayor acceso, y la mejora de la eficiencia de los servicios de agua y saneamiento.",,1
XM-DAC-46008-cfa011779,1,2,"El Programa prevé, entre otros aspectos, financiar parcialmente la construcción de obras e intervenciones de: (i) saneamiento, entre la Planta de Tratamiento de Aguas Residuales (PTAR) en Campo de Mayo, colectores troncales y redes primarias y secundarias en los municipios de Malvinas Argentinas, Tigre y J.C.Paz< y (ii) agua potable, a través de la conducción de agua potable Río Subterráneo Sur Tramo II< y una Estación Elevadora (EE) II en el Municipio de Esteban Echeverría.  ",,1
XM-DAC-46008-cfa009103,2,1,"El objetivo de esta inversión es la creación de una gestora de fondos de capital orientada a la promoción, estructuración, administración y gestión de fondos de capital —propias y/o de terceros— que contribuyan a movilizar recursos privados para el financiamiento de proyectos de infraestructura en América Latina y el Caribe.",,1
XM-DAC-46008-cfa009103,1,2,"CAF Asset Management Corp. (CAF-AM), filial 100% propiedad de CAF, fue fundada en 2014 con el propósito de proveer servicios administrativos exclusivos a sociedades de inversión.",,1
XM-DAC-46008-cfa009787,2,1,Contribuir a mejorar las condiciones de vida y de salud de la población a través del incremento del acceso y de la calidad en la provisión del servicio de agua y saneamiento en el territorio nacional; y aumentar la resiliencia de las familias rurales ante,,1
XM-DAC-46008-cfa009787,1,2,"El Programa es de ámbito nacional y podrá financiar inversiones en cualquiera de los 339 municipios del país. El mismo apoyará proyectos de baja complejidad en agua potable y saneamiento, con un aporte de hasta US$ 300.000 de fuente externa por municipio. El Programa se estructura en dos (2) componentes: 1. Inversión: Proyectos de agua y saneamiento. Contempla recursos para la ejecución de proyectos de inversión integrales. Cada uno contará individualmente con acciones de infraestructura, medidas de mitigación ambiental, supervisión de obras, desarrollo comunitario, fortalecimiento institucional, y acompañamiento y asistencia técnica para mejorar la calidad y sostenibilidad de los proyectos. 2. Operación y administración del Programa. El mismo permitirá financiar los costos de gerencia y administración del Organismo Ejecutor, así como los gastos de funcionamiento de la Unidad Coordinadora del Programa. El componente también incluye la auditoría externa, los gastos de evaluación y la comisión de financiamiento del préstamo CAF. ",,1
XM-DAC-46008-cfa008132,2,1,"Los objetivos de esta inversión son apoyar en el desarrollo de la industria de capital privado en México y Latinoamérica: (i) movilizar recursos de terceros locales y extranjeros, (ii) uso eficiente de los recursos atendiendo a más gestores y empresas de las cuales no podriamos atender directamente, (iii) beneficiar en el acceso a financiamiento, crecimientos de pymes y generación de empleos de calidad, (iv) aportar capital inteligente, fortalecimiento, gobernanza e internacionalización de las empresas beneficiadas, y (v) impacto en desarrollo.",,1
XM-DAC-46008-cfa008132,1,2,"Fondo de fondos de capital privado gestionado por la Corporación Mexicana de Inversiones de Capital constituido en el año 2012 con el objeto de invertir en fondos de capital privado (crecimiento, capital de riesgo, infraestructura, energías verdes, bienes raíces, mezzanie) en México y en Latinoamérica, y en forma secundaria, invertir de forma directa en empresas mexicanas a través de co-inversiones. Los objetivos de esta inversión son apoyar en el desarrollo de la industria de capital privado en México y Latinoamérica: (i) movilizar recursos de terceros locales y extranjeros, (ii) uso eficiente de los recursos atendiendo a más gestores y empresas de las cuales no podriamos atender directamente, (iii) beneficiar en el acceso a financiamiento, crecimientos de pymes y generación de empleos de calidad, (iv) aportar capital inteligente, fortalecimiento, gobernanza e internacionalización de las empresas beneficiadas, y (v) impacto en desarrollo",,1
XM-DAC-46008-cfa010823,2,1,"El objetivo del proyecto es la rehabilitación de un corredor vial que conecta a los departamentos de Durazno, Flores, Florida y Soriano en Uruguay.",,1
XM-DAC-46008-cfa010823,1,2,"El Proyecto consiste en el diseño, construcción, operación y financiamiento de la infraestructura vial en la Ruta 14 centro-oeste, el baipás a Sarandí del Yí y la conexión de la Ruta 14 con la Ruta 3 en Uruguay, mediante la construcción y rehabilitación de 285 kms de vía y la edificación y mantenimiento de diversos puentes. Se desarrolla bajo un contrato de Participación Público-Privada suscrito con el Ministerio de Transporte y Obras Públicas, con una concesión de 20 años desde mayo de 2019. Se culminó la construcción de las obras y está en la etapa de operación recibiendo los Pagos por Disponibilidad del Concendente.",,1
XM-DAC-46008-cfa012147,2,1,"El objetivo general del Proyecto es ampliar la cobertura de redes de alcantarillado, incrementar el tratamiento de aguas residuales y optimizar el sistema de abastecimiento de agua potable en las ciudades de Mariano Roque Alonso, Luque y norte de Asunción, a fin de mejorar las condiciones de salud de sus habitantes, así como a contribuir a preservar la calidad de los recursos hídricos del río Paraguay.  ",,1
XM-DAC-46008-cfa012147,1,2,"El Proyecto contempla la construcción de aproximadamente 73 km de redes y colectores de alcantarillado, una planta de tratamiento de aguas residuales (PTAR), la implementación de aproximadamente 9,4 km de líneas de impulsión, y la ejecución de aproximadamente 6 estaciones de bombeo. La implementación de las intervenciones previstas en el Proyecto beneficiará directamente a aproximadamente 105 mil habitantes de la ciudad de Mariano Roque Alonso y 10 mil habitantes de la zona norte de la cuenca SC12 de Asunción y de manera indirecta a 110 mil residentes de la ciudad de Luque. Conforme a la evaluación realizada, el Proyecto se ha estructurado, considerando los objetivos propuestos, con los siguientes componentes: (i) Obras de agua y saneamiento y (ii) Administración y gestión del Proyecto.  ",,1
XM-DAC-46008-cfa012360,2,1," El objetivo del Proyecto es mejorar el nivel de atención en el Sistema de Salud Pública de la región norte y noreste del Estado, mediante la construcción y equipamiento de un complejo de salud en el Municipio de São Mateus.",,1
