activity_identifier,title,title_lang,description,description_lang,activity_status,activity_scope,default_currency,humanitarian,hierarchy,last_updated_datetime,xml_lang,reporting_org_ref,reporting_org_name,reporting_org_name_lang,reporting_org_type,reporting_org_secondary_reporter,planned_start_date,actual_start_date,planned_end_date,actual_end_date,recipient_country_code,recipient_country_percentage,recipient_country_name,recipient_country_lang,recipient_region_code,recipient_region_percentage,recipient_region_name,recipient_region_lang,collaboration_type,default_flow_type,default_finance_type,default_aid_type,default_tied_status,conditions_attached
XI-IATI-IADB-AR-L1285,Provincial Management Strengthening Program II,en,"The operation's general objective, in keeping with the goal of the CCLIP, is to contribute to provincial fiscal sustainability and growth by improving revenue, expenditure, and public investment and implementing investment projects. Its specific objectives at the provincial level are to increase: (i) less distortion revenue as a share of total revenue; (ii) the efficiency of public expenditure management; and (iii) public investment.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1152,Program to Support the Policy on Improving Equity in Education - PROMEDU III,en,The objectives of the project are: (i) to help increase the coverage of early childhood and secondary education for the most vulnerable population; and (ii) to support the policy for primary and secondary school retention and quality.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1332,Multisectoral Program to Strengthen the Public Investment Cycle,en,"The program's general development objective is to enhance public investment efficiency at the different levels of government with the aim of promoting economic and social development, in accordance with the strategic priorities of the Argentine Republic. Its specific objectives are to: (i) increase the availability of viable, execution-ready public investment projects; (ii) narrow territorial coverage gaps with respect to available projects designed to promote territorial equity; and (iii) boost the efficacy of State actors by improving their capacity to manage the public investment project cycle at the various levels of government—national, provincial, and municipal.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1309,Program to Support the Equity and Effectiveness of the Social Safety Net in Argentina -Phase II,en,"The general objective of the program is to help make social safety net programs in Argentina sustainable and more effective. Specifically, the program seeks to: (i) ensure the sustainability of cash transfer programs aimed at the vulnerable population in the context of the targets agreed upon by the Argentine government and the International Monetary Fund; (ii) foster progression and continuity in education, as well as comprehensive vocational training for transfer beneficiaries; (iii) improve the distributive efficiency of subsidies on public transportation services; and (iv) enhance the efficiency of social safety net programs through better management of the data generated during program execution.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1199,Program to Expand Capacity and Road Safety on Integration Road Corridors,en,"The program's objective is to help make the economy of Argentina's central region more productive by improving road infrastructure. The specific objectives are to: (i) improve the quality of traffic flow on National Route 19 (RN 19) by expanding road capacity on the Monte Cristo–San Francisco segment, which will decrease travel times and transportation costs, enhance road safety, and possibly prevent weather-related road closures; and (ii) enhance road safety on the national road network (RVN) by developing public capacity to design and implement a nationwide road safety improvement program, which will increase the number of kilometers of the RVN designed to modern road safety standards.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1180,Quality and Equity of Education. Promedu IV-,en,"The goals include: (i) improve student achievement , (ii) improve retencion at all educational levels, (iii) improve monitoring and evaluation systems, (iv) increase access by building and equiping new schools in uncovered areas.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1119,"Barrio Improvement Program, Second Individual Operation",en,"The objective of this operation is to improve the living conditions of households located in shantytowns and unregulated settlements in the country. This proposed second operation is framed by the CCLIP, which aims to improve the quality of life and contribute of the urban and social inclusion of Argentine households in the poorest segments of the population.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1127,Program for Strengthen. Provincial. Inst & Fiscal Managem. Stage II (PROFIP II),en,The program seeks to strengthen public institutions for decision-making based on performance and results information in national and subnational public management. Its specific objectives are: (i) to modernize the public financial and budget management system at institutions of the National Public Administration (APN); and (ii) to strengthen results-based management at subnational public and/or public-private entities.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1255,Federal Security Program,en,"The program's overall objective is to help improve the effectiveness of MINSEG and of subnational governments
to reduce the number of murders and robberies in Argentina.
The specific objective is to help improve the effectiveness of MINSEG, federal forces, provincial police departments, and municipal
governments to reduce the number of (i) murders and (ii) robberies, initially in six priority departments: Morón and Tres de Febrero
(province of Buenos Aires); Santa Fe de la Vera Cruz (province of Santa Fe); Córdoba (the capital of the province of Córdoba);
Las Heras (province of Mendoza); and Comuna 7 – Bajo Flores (Autonomous City of Buenos Aires).",en,3,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1366,Program to support the social inclusion of people with disabilities,en,Reducing the levels of social exclusion of people with disabilities,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1333,Program for the Development of the Federal Optic Network (REFEFO),en,"The general objective of this program is to promote internet access and digitization in Argentina. To achieve this, the following specific objectives are established: (i) improve the infrastructure for digital connectivity in areas far from urban centers and increase the capacity of the national data center; and (ii) improve the digital capabilities of citizens in connected areas",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1031,CCLIP: Water and Sanitation for Small Communities,en,"To increase, at the national level, the coverage of potable water and/or sewerage services, especially to sectors located away from urban centers, diminishing the incidence of waterborne diseases. To contribute to the sustainable environmental preservation trough the construction of sewerage and sewage treatment works avoiding surface and groundwater contamination. To reactivate the regional economies trough public works execution, contributing to the development and reactivation of small and medium companies and the generation of new jobs.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1283,Program to Drive Growth,en,The objective of the program is to strengthen private and public investment in order to promote economic growth in Argentina. The specific objectives of the program are: (i) to increase private investment; and (ii) the modernization of the regulatory-institutional framework to improve efficiency in public investment.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,A02,5,1
XI-IATI-IADB-AR-L1292,Program to Support Integrated Public Expenditure Management,en,"The main objective of this project will be to improve the efficiency and transparency of public expenditure through support for the use of information in decision making and citizen oversight. The specific objectives will be: (i) to improve the efficiency of national public expenditure by generating timely, comprehensive information to improve the execution of priority programs; and (ii) to increase access to budget information at the subnational level by strengthening financial information systems.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1045,First Productive Road Infrastructure Program,en,"The main objectives of the Program include: strengthening the provincial productive road networks, connect local production areas with the national highway network in order to improve access to consumer centers, improve regional interchange, support economic growth, consolidate the reactivation of the productive sector, contribute to reduce poverty and unemployment and strengthen the regional institutions in charge of the road sector.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1410,Sustainability and Equity of Public Transport Support Project,en,"The general objective is to support sustainable accessibility in public transportation for the vulnerable population to public health and education services, and to labor markets. The specific objectives are: (i) to support the affordability of Motor Public Transport (TPA) for the vulnerable population in Argentina; and (ii) to improve the sustainability of the TPA system in the AMBA.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1121,Reconquista River Basin Environmental Sanitation Program,en,"The objective of the program is to restore the environmental quality of the Reconquista River Basin (CRR) by implementing a comprehensive management plan that prioritizes leveraging actions in that regard. To motivate the population and include it in the program, priority will be given to investments aimed at those living in health risk areas. These investments will help to: (i) increase water, sewerage, and wastewater treatment coverage; (ii) enhance integrated solid waste management, primarily by closing open air dumps; (iii) improve connectivity and access to outlying neighborhoods located in hard-to-reach areas; and (iv) strengthen the operational management capacity of the Reconquista River Basin Committee (COMIREC) by developing management tools, which primarily include the Reconquista River Basin Comprehensive Management Plan (PGICRR).",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1144,Norte Grande Road Infrastructure Program III,en,"The program's goal is to improve the accessibility, efficiency and safety of priority roads Provincial Road Network (VPN) in Great Northern Region (RNG), by expansion, rehabilitation and improvement of road corridors that connect production centers with local and external markets. The program also seeks to promote the sustainability of investments by incorporating the systems work financed road maintenance management. This objective contributes to sustainable economic development of the RNG.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR0290,Social Sector Program: Argentina Forward,en,"The objectives will be to promote and support progress towards achieving the Millennium Development Goals , MDGs, by the Argentinean government, as well as to assist the government in meeting its financial obligations.",en,4,4,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,A02,5,1
XI-IATI-IADB-AR-L1043,Extended School Day Program for Rio Negro Province,en,To improve the quality and the infrastructure of education in the Rio Negro Province,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1330,Federal Innovation Program (FIP),en,"The specific objectives are: (i) to increase private investment in innovation; (ii) to increase national knowledge production effort; (iii) to increase articulation between national innovation system (NIS) actors; and (iv) to improve institutional capacities to design and implement science, technology and innovation policies. The overall objective of this programme is to strengthen the capacities of public and private actors in the NIS to improve business productivity and to strengthen the capacity to address the challenges facing the Argentine Republic.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1360,Program to Support the Digital Transformation of MSMEs To Industry 4.0,en,"The general objective is to contribute to the digital transformation of the micro, small and medium enterprises (MSMEs).",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1003,Productive Development and Competitiveness in Mendoza Province,en,"The final objective is to contribute to an competitive provincial economic structure, through focus on value chains articulated in a strengthened public-private sector climate. The purpose is to increase the competitiveness of the value chains located in the seven productive circuits of the Province.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1154,Competitiveness of Regional Economies,en,This operation will contribute to improve the competitiveness of local economic activities in lees developed regions of Argentina. It will finance activities to help local value chains to increase value added and employment.,en,3,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1159,Sustainable Fishery Development Program,en,"This Program aims toward the sustainable management of fisheries resources in Argentina. Its objectives are: (i) improve capabilities of research, planning, administration, control and fiscalization of marine fishery resources with an ecosistemic approach; and (ii) support acuaculture development.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1064,Strengthen the Agricultural Innovation System,en,The objective of the Program is to contribute to the improvement of the agrifood sector competitiveness. Program's purpose is the strengthening of the agricultural innovation system for generating and transfer new technologies.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1266,“Program to Strengthen the Statistical Capacity of Argentina’s National Statistics and Census Institute (INDEC),en,"To make INDEC-produced statistics more reliable, timely, and relevant to help improve public policy and
private-sector decision-making and enable the public to make full use of its right to public information.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1254,Program to Support the National Early Childhood Plan and the Policy for Universalization of Early Childhood Education,en,"The multisector objective of the CCLIP is to help increase the number of children ages 0 to 5 with age-appropriate physical, language and communication, and socioemotional skills. The objective of the first operation under the CCLIP
is to increase the coverage of quality public services aimed at promoting the development of physical, language and communication, cognitive, and socioemotional skills among children ages 0 to 5",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1411,Program to Strengthen the National Institute of Social Services for Retirees and Pensioners,en,The General Development Objective of the Project is to contribute to improving the health-related quality of life of the population affiliated with the INSSJP. The Specific Development Objective of the project is to reduce the gaps in the timeliness and quality of health care and services for the population affiliated with the INSSJP.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1122,Water and Sanitation for the Buenos Aires Metropolitan Area,en,"The objective of the second program is to improve and expand water and sanitation services in the Buenos Aires metropolitan area and conurbation. The second program under the credit line will improve the reliability of the water treatment and distribution system, reduce physical losses, expand sewerage services, and increase wastewater conveyance and treatment capacity. It will also monitor the appropriate implementation of the executing agency¿s strategic and financial plan.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1367,Strengthen Educational Trajectories in the Province of Buenos Aires,en,"The general objective is to contribute to the strengthening of the educational trajectories of boys, girls, adolescents and young people (BGAaYP) in the Buenos Aires Province.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1338,Road safety program in the Buenos Aires Metropolitan Area,en,Improve accesibility to jobs and social services as well as road safety conditions in the Buenos Aires Metropolitan Area,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1339,Program for road infrastructure to support production phase III,en,Improve the condition of provincial roads that underpin Argentina's main productive sectors,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1134,Emergency program in response to the Puyehue Volcan eruption,en,Restore basic public services to normalize economic activity in areas affected by the Puyehue volcano,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1140,Sustainable Development Tourism Sector in Salta Province,en,"The objective of the program will be to increase the income and employment generated by tourism in the Province, and to achieve a more equitable distribution of both in the territory and population.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1145,MSME Competitiveness Support Program,en,"The program's objective is to increase the productivity level of the micro, small, and medium size enterprises in Argentina.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1327,Innovation Program for Crisis Response and Strategic Priorities Management,en,"Improve the effectiveness in the coordination and management of government priorities, by strengthening key functions of the Government Center. The described objective includes the improvement of: (i) tools for prioritization and planning of government priorities, methodologies for horizontal and vertical coordination to align policies and programs with government priorities, tools for using data for the design and monitoring of policies and programs that contribute to government priorities; and (ii) strengthen innovation capacities and promote innovative practices in public management, the private sector, and civil society to respond to the crisis and its consequences.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1260,FIRST OPERATION OF THE URBAN INTEGRATION AND SOCIAL AND EDUCATIONAL INCLUSION PROGRAM IN THE AUTONOMOUS CITY OF BUENOS AIRES,en,"The objective of the first operation is to contribute to: (i) the integration of B31 by providing urban infrastructure, quality social facilities, and improved habitability for housing and businesses; and (ii) greater educational quality and equity in the Autonomous City of Buenos Aires by increasing access to new educational tools and strengthening management and evaluation systems.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1328,Global Credit Program for Reactivation of the Productive Sector,en,"The general objective of this reformulation is to support the sustainability of Micro, Small and Medium-sized Enterprises (MSMEs) as a support for employment in Argentina in the context of the crisis generated by the COVID-19 pandemic. The specific objectives are: (i) to support the short-term financial sustainability of MSMEs; and (ii) promote the economic recovery of MSMEs through access to productive financing.ve financing",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1195,WATER AND SANITATION PROGRAM FOR THE BUENOS AIRES METROPOLITAN AREA AND CONURBATION,en,"The objective of the program is to improve and expand water and sanitation services in the Autonomous
City of Buenos Aires and municipios of the Buenos Aires Conurbation. The third operation under the line of credit will enhance the
reliability of the water treatment and distribution system, reduce physical losses, expand sewerage services, and increase wastewater
treatment capacity.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1412,Fiscal Policy Strengthening Program II,en,The general development objective of the program is to contribute to the fiscal sustainability of Argentina. The specific development objectives will be: (i) increase the efficiency of the tax system; and (ii) increase the allocative efficiency of public spending.,en,4,4,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,A02,5,1
XI-IATI-IADB-AR-L1257,"Water and Sanitation Program for the Buenos Aires Metropolitan Area and the Districts in the First, Second, and Third Rings of the Buenos Aires Conurbation”",en,"The objective of the CCLIP is to expand the coverage and improve the quality of water and sanitation services in the Metropolitan Area of the City of Buenos Aires and districts in the first, second, and third rings of the Buenos Aires Conurbation. The objective of the first operation under the CCLIP will be to expand sanitation services, increase the availability of water, and improve the environmental conditions of the River Plate, by increasing dilution of wastewater discharge.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1179,Neighborhood Improvement Program Third Individual Operation,en,"The objective of this operation is to improve the habitability of households located in shantytowns and unregulated settlements in the country. This proposed third individual operation is framed by the CCLIP, which aims to improve the quality of life and contribute to the urban and social inclusion of Argentine households in the poorest segments of the population",en,3,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1416,Federal Tax Administration Reform Program,en,The general objective of the operation is to improve the efficiency of tax collection in Argentina. Specific objectives include: a) strengthen ARCA's organizational structure; b) support the improvement of the digital maturity of the tax and customs administration; c) support the strengthening of ARCA's human talent.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1111,Technological Innovation Program II,en,"To strengthen the technological development in key sectors for sustainable national development and strengthening the National Innovation System. OBE: Expand investment in R + D + I in the areas of sustainable energy, health, agribusiness and social programs, as well as new areas identified by the GOA. Specific Objective: Expand investment in R + D + I in the areas of sustainable energy, health, agribusiness and social programs, as well as new areas identified by the GOA.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1120,Provincial Agricultural Services Program - PROSAP III,en,"This Program contributes towards rural regional economies development, trough enhancing their competitiveness and agricultural exports participation. Purpose of the second individual operation of CCLIP is to enhance agricultural productivity, reducing agricultural losses and/or increase of agricultural sales from the ruarl producers benefetid by the projects involved in the areas of basic infrastructure, agricultural services and agribusinesses.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1295,PHASE TWO OF THE PROGRAM TO BUILD CAPACITY AND IMPROVE SAFETY ON THE ACCESSES TO THE CRISTO REDENTOR BORDER CROSSING,en,"The overall objective of the Conditional Credit Line for Investment Projects (CCLIP) is to help enhance cross-border integration between Chile and Argentina by reducing travel times and transportation costs on the Cristo Redentor System Corridor (CRSC) through the provision of transportation infrastructure and a border integration system to facilitate regional connectivity.The specific objective of the second operation is to improve service quality on the CRSC by reducing travel times and transportation costs. This will be achieved by expanding the Caracoles Tunnel, retrofitting the Cristo Redentor Tunnel, constructing bypass roads in urban areas, implementing rehabilitation of works, expanding capacity, improving road safety, and implementing a corridor management system.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1267,General San Martín Railroad Improvement Project: Retiro-Pilar Branch Line,en,"The general objectives of the project are to: (i) help increase productivity through the provision of rail infrastructure, thereby improving the quality and capacity of the public transportation service in the northwestern corridor of the Buenos Aires Metropolitan Area (AMBA); (ii) help mitigate the effects of climate change; and (iii) help reduce social inequality by providing quality transportation services to vulnerable groups.
The project's specific objective is to improve the quality of public transportation through the renovation and electrification of the passenger rail service of the General San Martín Railroad (FCSM) in the section between the Retiro and Pilar stations, which will reduce travel times, improve the reliability of service, and decrease greenhouse gas emissions.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1098,Program to Support Argentina's Social Protection and Inclusion System - Phase I,en,To streamline the Social Expenditure of income transfer programs of the Social Protection System in both its contributory system as in the non-contributory.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1106,Productive and Tourism Infrastructure Program for the Province of Río Negro,en,"The Project's goals are to consolidate the productive and tourism sectors development, through the strengthening and expansion of the public economic infrastructure and the good practices applied in their management.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1247,Program for Institutional Strengthening of the Ministry of Finance,en,"The program's general objective is to increase the influence of economic policy on
medium- and long-term sector policies. The specific objectives are to: (i) improve the economic policy-making process by
strengthening related technical capabilities; and (ii) improve coordination between the Ministry of Finance (MHyFP) and
the sector ministries in the development of medium- and long-term sector policies.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1019,"CCLIP Neighborhood Upgrading Program, First Individual Project",en,"The CCLIP and the Individual Loan will contribute to the sustainable improvement of the habitat of the families living in irregular neighborhoods with severe deficiencies in public infrastructure, and do not enjoy ownership of the properties in which they live. The CCLIP and the Individual Loan will have four components: i) Public infrastructure and equipment; ii) Land tenure legalization; iii) Increase of social and human capital; and iv) Institutional strengthening at national and local levels.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1341,Barrio Improvement Program,en,Improve the quality of life and contribute to the urban and social inclusion of Argentine households of the poorest segments of the population residing in villages and informal settlements,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1026,Clean Production and Environment Management,en,To promote policies and practice in cleaner production and ecoefficiency in S&MEs in Argentina and improve environmental management and rehabilitation in the mining sector.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1035,Multi-sectorial Pre-investment Program III (CCLIP),en,"The aim of the program is to increase the efficiency, optical allocation, and the productivity of the public investment that contributes to the economic and social developments of the country through the elaboration of general and specific pre-investment studies. The program has two components: (i) the preparation of pre-investment studies (specific pre-feasibility studies, feasibility and final draws of projects that respond to the strategy and the priorities established by the authorities and general studies) and general studies, including global and sectorial studies that will assist in the identification of specific projects or in the analysis of alternatives for decision making about the opportunities and conveniences of analyzing an operation; and (ii) support of studies' management, including consultancies to support the identification of ideas or the preparation of TORs of projects or pre-investment programs.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1377,Program to Support the Federal Policy for Enhancing Early Literacy,en,Contribute to the enhancement of early literacy and to strengthening coordination between the national and subnational levels in education.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1249,Program for the Implementation of the National Financial Inclusion Strategy of Argentina,en,To contribute to increased financial service access and use for households and businesses through: (i) implementation of the National Financial Inclusion Strategy; and (ii) increased access to credit for micro and small enterprises (MSEs),en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
