activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XI-IATI-IADB-AR-L1130,1,1,El programa tiene como propósito continuar apoyando los esfuerzos que realiza el gobierno provincial para promover el desarrollo del sector privado productivo a través de: i) la ampliación del flujo de recursos financieros que los bancos comerciales destinan al crédito de mediano y largo plazo a las MIPYMES; y ii) la consolidación de la oferta de productos y servicios no financieros que brinda la Agencia San Juan de Desarrollo de Inversiones para mejorar la competitividad de las empresas beneficiarias.,es,2
XI-IATI-IADB-AR-L1288,1,1,"The general objective of the CCLIP and its first operation is to improve living conditions in shantytowns, informal neighborhoods, and housing complexes in the Province of Buenos Aires through social and urban integration interventions. The specific objectives of the first operation are to: (i) strengthen and support local and provincial governments in the planning, management, and execution of comprehensive informal neighborhood intervention and regularization projects; (ii) improve access to and facilitate the use of basic utilities, resilient urban infrastructure, public spaces, community facilities, and government services for the residents of these neighborhoods, thereby integrating them into the municipal urban fabric; and (iii) strengthen social capital, increase opportunities for social, labor, and productive community development, and improve habitability and tenure conditions",en,1
XI-IATI-IADB-AR-L1288,1,1,"El objetivo general de la CCLIP y de su primera operación es contribuir a mejorar las condiciones de vida de la población de las villas, asentamientos precarios y conjuntos habitacionales de la Provincia de Buenos Aires (PBA) a través de intervenciones de integración social y urbana. Los objetivos específicos de la primera operación son: (i) fortalecer y apoyar a los gobiernos locales y provincial en la planificación, gestión y ejecución de proyectos integrales de intervención y regularización de barrios informales; (ii) mejorar el acceso y facilitar el uso de servicios básicos, infraestructura urbana resiliente, espacio público, equipamiento comunitario y servicios del estado destinados a los habitantes de los barrios integrándolos a la trama urbana municipal; y (iii) fortalecer el capital social, potenciar oportunidades de desarrollo comunitario social, laboral y productivo y mejorar las condiciones de habitabilidad y tenencia",es,2
XI-IATI-IADB-AR-L1156,1,1,To increase the supply of highly-skilled human resources in strategic areas for promoting enterprise innovation.,en,1
XI-IATI-IADB-AR-L1156,1,1,Aumentar la oferta de recursos humanos altamentecalificados en áreas de relevancia estratégica para fomentar la innovaciónempresarial.,es,2
XI-IATI-IADB-AR-L1326,1,1,The overall objective of this project is to help reduce morbidity and mortality from COVID-19 and mitigate the other indirect health effects of the pandemic. The project will have four specific objectives: (i) Strengthen the response response at the country level; (ii) Improve the detection and monitoring of cases; (iii) Support efforts to interrupt the chain of transmission of the disease; and (iv) Improve the capacity to provide services.,en,1
XI-IATI-IADB-AR-L1326,1,1,El objetivo general de este proyecto es contribuir a reducir la morbilidad y la mortalidad por COVID-19 y a mitigar los demás efectos indirectos de la pandemia sobre la salud. El proyecto tendrá cuatro objetivos específicos: (i) Fortalecer la conducción de la respuesta a nivel del país; (ii) Mejorar la detección y seguimiento de los casos; (iii) Apoyar esfuerzos para la interrupción de la cadena de transmisión de la enfermedad; y (iv) Mejorar la capacidad de provisión de servicios.,es,2
XI-IATI-IADB-AR-L1092,1,1,"Support the country's technical capacity to promote exports and attract investment in a coordinated, systematic and sustainable way (with a focus on result-based management and income generation).",en,1
XI-IATI-IADB-AR-L1092,1,1,"Fortalecer la capacidad tecnica del pais para promover exportaciones y atraer inversiones de forma coordinada, sistemica y sostenible (con un enfoque en un modelo de gestion por resultados y generacion de ingresos).",es,2
XI-IATI-IADB-AR-L1304,1,1,"The general objective of the program is to improve the productivity of theArgentine economy by advancing its digitalization through actions to: (i) establish a digital agenda;(ii) strengthen the legal framework for connectivity; (iii) broaden offerings and improve the quality of digitalgovernment services; and (iv) promote policy measures for digital productive transformation.This loan operation is the first in a programmatic series of two consecutive, single-tranche operations thatare technically related but financed independently under the programmatic policy-based loan (PBP)modality.",en,1
XI-IATI-IADB-AR-L1304,1,1,"El programa tiene como objetivo general mejorar la productividad dela economía argentina, a través de impulsar su digitalización mediante acciones destinadas a:(i) establecer una Agenda Digital; (ii) fortalecer el marco legal de conectividad; (iii) ampliar la oferta eimpulsar la calidad de servicios digitales de gobierno; y (iv) promover medidas normativas para latransformación productiva digital.La presente operación de préstamo es la primera de dos consecutivas de un solo desembolso cada una,vinculadas técnicamente entre sí, pero financiadas en forma independiente bajo la modalidad de PréstamoProgramático de Apoyo a Reformas de Política (PBP).",es,2
XI-IATI-IADB-AR-L1068,1,1,The objective is to increase the income of family farmers by increasing productivity.,en,1
XI-IATI-IADB-AR-L1068,1,1,"El objetivo es contribuir a los ingresos de productores agropecuarios de la Agricultura Familiar, mediante el aumento de la productividad.",es,2
XI-IATI-IADB-AR-L1345,1,1,The general objective of the Program is to contribute to improving the quality of life of the population living in the PBA through the provision of PC services. The specific objectives are: (i) to improve the quality and operational capacity of PC services; and (ii) improve the management of ABSA and the provincial entities linked to the W&S service.,en,1
XI-IATI-IADB-AR-L1345,1,1,El objetivo general del Programa es contribuir a mejorar la calidad de vida de la población que vive en la PBA mediante la provisión de servicios de AP. Como objetivos específicos se busca: (i) mejorar la calidad y capacidad operativa de los servicios de AP; y (ii) mejorar la gestión de ABSA y de los entes provinciales vinculados al servicio de AyS.,es,2
XI-IATI-IADB-AR-L1334,1,1,The general objective of the program is to contribute to the recovery of production in the Province of San Juan and to support the sustainability of MSMEs as a source of employment in the province. The specific objective is to promote the economic recovery of MSMEs that operate in the Province of San Juan through the provision of productive financing.,en,1
XI-IATI-IADB-AR-L1334,1,1,El programa tiene por objetivo general contribuir a la recuperación de la producción de la Provincia de San Juan y apoyar la sostenibilidad de las MIPYME como sostén de empleo en la provincia. El objetivo específico es promover la recuperación económica de las MIPYME que operan en la Provincia de San Juan a través de la provisión de financiamiento productivo.,es,2
XI-IATI-IADB-AR-L1108,1,1,i) Improve retention and graduation rates in secondary level; (ii) increase the access to pre-school and secondary levels; (iii) expansion of school hours in primary level; and (iv) improvement of education management processes.,en,1
XI-IATI-IADB-AR-L1108,1,1,i) Mejorar la retencion y graduación del nivel secundario; (ii) aumentar el acceso a la educación inicial y secundaria; (iii) apoyar la politica de promoción y e mejoría en los aprendizajes en primaria y secundaria; y (iv) mejorar los procesos de gestión educativa.,es,2
XI-IATI-IADB-AR-L1357,1,1,"The objective of the program is to contribute to the increase in exports of the Knowledge Economy sectors(EDC) through the provision of specialized human capital, the development and adoption of technologies based onArtificial Intelligence (AI) and the promotion of its international insertion.. The specific objectives are: (i) strengthen the formation of human capital required by the EDC sectors; (ii) increase collaboration between the technological scientific system and the productive sector in technologies based on Artificial Intelligence (AI); and (iii) contribute to the internationalization of companies in the EDC sectors.",en,1
XI-IATI-IADB-AR-L1357,1,1,"El objetivo del programa es contribuir al aumento de las exportaciones de los sectores de la Economía del Conocimiento (EDC) a través de la provisión de capital humano especializado, del desarrollo y adopción de tecnologías basadas enInteligencia Artificial (IA) y de la promoción de su inserción internacional.Los objetivos específicos son: (i) fortalecer la formación de capital humano requerido por los sectores de la EDC; (ii) aumentar la colaboración entre el sistema científico tecnológico y el sector productivo en tecnologías basadas enInteligencia Artificial (IA); y (iii) contribuir a la internacionalización de las empresas de los sectores de la EDC.",es,2
XI-IATI-IADB-AR-L1336,1,1,"The general objective of the program i to increase tourist spending in natural areas of tourist interest, as well as their associated destinations.",en,1
XI-IATI-IADB-AR-L1336,1,1,"El objetivo general del programa es incrementar el gasto turístico en áreas naturales definidas como de interés, así como en sus destinos asociados.",es,2
XI-IATI-IADB-AR-L1312,1,1,"The objective of the CCLIP is to help improve the delivery capacity and quality of primary, secondary, and tertiary public health care services in the PBA, integrating them as a service network that provides priority care to people with exclusive public coverage in order to reduce the number of years of potential life lost. The objective of the first operation under the CCLIP is to improve access and effective coverage of public health services for the PBA population. Its specific objectives are to: (i) improve access to and the effectiveness of primary care in a set of municipios in the Buenos Aires Metropolitan Area; (ii) increase the responsiveness of emergency services across the PBA; and (iii) dispense cancer and palliative drugs in a more timely manner across the PBA.",en,1
XI-IATI-IADB-AR-L1312,1,1,"El objetivo de la CCLIP es contribuir a mejorar la capacidad y calidad prestacional de los servicios públicos de salud de primer, segundo y tercer nivel de atención de la PBA, integrándolos como una red de servicios que priorice la atención a la población con cobertura pública exclusiva para reducir los años potenciales de vida perdidos. El objetivo de la primera operación bajo la CCLIP es mejorar la accesibilidad y la cobertura efectiva de los servicios públicos de salud para la población de la PBA. Sus objetivos específicos son: (i) mejorar la accesibilidad y resolutividad del primer nivel de atención en un conjunto de municipios del Área Metropolitana de Buenos Aires (AMBA); (ii) incrementar la capacidad de respuesta de los servicios de emergencia en toda la PBA; y (iii) mejorar la oportunidad de la dispensa de medicamentos oncológicos y paliativos en toda la PBA.",es,2
XI-IATI-IADB-AR-L1136,1,1,"The objective of the program is to improve water and sanitation sector service and efficiency in the provinces of the Norte Grande of Argentina by financing projects to: (i) increase coverage and improve potable water and sanitary and stormwater sewerage services in unserved or underserved areas; and (ii) strengthen sector entities in the provinces, and improve service provider operational and financial efficiency and management.",en,1
XI-IATI-IADB-AR-L1136,1,1,El programa tiene como objetivo mejorar el servicio y la eficiencia del sector de agua y saneamiento en las provincias del Norte Grande de Argentina mediante la financiación de proyectos que: i) incrementen la cobertura y mejoren el servicio de agua potable y alcantarillado sanitario y pluvial en áreas sin servicio o con servicio deficiente; y ii) fortalezcan las entidades del sector a nivel provincial y mejoren la eficiencia y gestión operativa y financiera de los prestadores de servicios.,es,2
XI-IATI-IADB-AR-L1293,1,1,"The general objective of the project is to help boost the productivity of the economy of the province of Mendoza by improving road and tourism infrastructure. The specific objectives are: (i) to help improve the quality of traffic flow and road safety by increasing capacity, rehabilitating, and upgrading the Provincial Route 82 corridor, which will result in reduced operating costs, shorter average travel times, and lower road accident rates; and(ii) to help improve the tourism competitiveness of the Cacheuta district through interventions in urban infrastructure and capacity-building in land use and tourism management in this district.",en,1
XI-IATI-IADB-AR-L1293,1,1,"El objetivo general es contribuir a incrementar la productividad de la economía de laPdM, a través de la mejora de la infraestructura vial y turística. Los objetivos específicos son: (i) contribuir a la mejora dela calidad de circulación y de la seguridad vial, a través del aumento de capacidad, la rehabilitación y mejora del corredorde la Ruta Provincial Nº82, lo que resultará en la reducción de costos de operación, de tiempos promedio de viaje y de latasa de siniestros viales; y (ii) contribuir a mejorar la competitividad turística del área Cacheuta a través de intervencionesde infraestructura urbana y del fortalecimiento de la capacidad de gestión territorial y de turismo de dicho distrito.",es,2
XI-IATI-IADB-AR-L1162,1,1,"The objective of the program is to expand coverage and improve management of water and sanitation services in the country¿s major urban centers and cities of more than 50,000 inhabitants. This objective is to be achieved by: (i) helping to make water and sanitation service providers more efficient and sustainable; (ii) undertaking renovation, rehabilitation, upgrading, and expansion works for water and sewer services; and (iii) supporting ENOHSA and strengthening the planning and regulatory functions of subnational entities.",en,1
XI-IATI-IADB-AR-L1162,1,1,"El objetivo del programa es aumentar la cobertura y mejorar la gestión de los servicios de agua potable y alcantarillado sanitario en los principales centros urbanos y ciudades mayores a 50.000 habitantes. Este objetivo se pretende lograr: (i) contribuyendo a que los prestadores de los servicios de agua y saneamiento los brinden de manera eficiente y sostenible; (ii) ejecutando obras de renovación, rehabilitación, optimización y ampliación, de los servicios de provisión de agua y de alcantarillado; y (iii) apoyando al ENOHSA y fortaleciendo las funciones de planificación y regulación de los entes subnacionales.",es,2
XI-IATI-IADB-AR-L1074,1,1,"To attend the implementation of an innovating Program in the matter of Citizen Security, with a multifocal criterion, based on the inclusion like axis for the diminution of the social confliction in the Province of Buenos Aires. This boarding aims at the marginal conglomerates where the most vulnerable population exists.",en,1
XI-IATI-IADB-AR-L1074,1,1,"Asistir a la implementación de un Programa innovador en materia de Seguridad Ciudadana, con un criterio multifocal, basado en la inclusión como eje para la disminución de la conflictividad social en la Provincia de Buenos Aires. Este abordaje apunta a los conglomerados marginales donde se encuentra la población más vulnerable.",es,2
XI-IATI-IADB-AR-L1016,1,1,EN,en,1
XI-IATI-IADB-AR-L1016,1,1,"El Programa apoyará la mejora de la capacidad de los Gobiernos Municipales para dar respuesta a las demandas locales mediante el fortalecimiento de la administración municipal, mejoras en la gestión de los servicios, el reforzamiento de las funciones de planificación urbana y la promoción del desarrollo local.",es,2
XI-IATI-IADB-AR-L1251,1,1,"The general objective of the program is to improve the international competitive positioning of the productive sector by designing and
implementing a technology platform for rules, regulations, and processes to simplify and facilitate international trade and foreign
investment operations: the Argentine International Trade Single Window, known by its Spanish-language acronym, VUCEA. The specific
objectives are: (i) to optimize the country's international trade processes through improvement of the rules and regulations, processes,
technologies, and human resources of the public and private institutions involved; (ii) to reduce international trade-related times and
costs; (iii) to deliver up-to-date information and services offered by public and private institutions involved in the country's trade facilitation
and trade promotion processes; (iv) to strengthen those entities technically and institutionally for sustainable operation of the VUCEA;
and (v) to facilitate interoperability of the VUCEA with the international trade platforms of other countries.",en,1
XI-IATI-IADB-AR-L1251,1,1,"El objetivo general del programa es mejorar la inserción internacional competitiva del sector productivo
mediante el diseño e implementación de una plataforma tecnológica, normativa y de procesos para simplificar
y facilitar las operaciones de comercio exterior y de inversiones –la Ventanilla Única de Comercio Exterior
Argentina (VUCEA). Los objetivos específicos son: (i) optimizar los procesos de comercio internacional del
país, a través de adecuaciones normativas, procesales, tecnológicas y de recursos humanos de las
instituciones públicas y privadas involucradas; (ii) disminuir los tiempos y costos relacionados al comercio
exterior; (iii) brindar información actualizada y servicios ofrecidos por instituciones públicas y privadas
involucradas con los procesos de facilitación y promoción comercial del país; (iv) fortalecer técnica e
institucionalmente a estas entidades, para operar la VUCEA de forma sostenible; y (v) facilitar la
interoperabilidad de la VUCEA con otras plataformas de comercio exterior extranjeras.",es,2
XI-IATI-IADB-AR-L1402,1,1,The general development objective of the program is to support the recovery of Argentina's macroeconomic sustainability. The specific development objectives are: (i) strengthen public finances; and (ii) strengthen the balance of payments.,en,1
XI-IATI-IADB-AR-L1402,1,1,El objetivo general de desarrollo del programa consiste en apoyar la recuperación de la sostenibilidad macroeconómica de Argentina. Los objetivos específicos de desarrollo son: (i) fortalecer las finanzas públicas; y (ii) fortalecer la balanza de pagos.,es,2
XI-IATI-IADB-AR-L1022,1,1,The main objective (goal) of the Program is to support the economic development of the Province of San Juan. The specific objective (purpose) is to strengthen the competitiveness of the Small and Medium Enterprises of the Province in local and foreign markets by improving the access to financing and by promoting the development of the industry with a strong public-private relation.,en,1
XI-IATI-IADB-AR-L1022,1,1,"El objetivo general (fin) del Programa es apoyar el desarrollo de la economía de la Provincia de San Juan. El objetivo específico (propósito) es fortalecer la competitividad de las Pequeñas y Medianas Empresas de la Provincia en los mercados nacionales y extranjeros, a través del mejoramiento del acceso al financiamiento y al desarrollo empresarial en un ámbito publico-privado fortalecido.",es,2
XI-IATI-IADB-AR-L1118,1,1,"The program¿s development objective is to help increase the life skills of children and teenagers in their family and community environment in Argentina, particularly those from socially vulnerable households and communities. This objective can only be achieved through multiple government strategies and in the medium term. The nature of this operation (strengthening management, closing information gaps) and the amount delineate the program¿s contribution to this objective. Specifically, the purpose of the operation is to bolster the leadership function of the National Department for Childhood, Adolescence, and the Family (SENNAF) in the area of policies that target children and adolescents and their family environment, positioning it as a key lead agency for purposes of closing the gaps in sector knowledge and as the organizer of comprehensive public action on the subnational level.",en,1
XI-IATI-IADB-AR-L1118,1,1,"El objetivo de desarrollo del programa es contribuir a incrementar las CV deniñas, niños y adolescentes en Argentina, en su contexto familiar y comunitario,particularmente de los hogares y comunidades en situación de vulnerabilidadsocial. Este objetivo necesariamente sería alcanzado a través de múltiplesestrategias de Estado y en el mediano plazo. La naturaleza de esta operación(fortalecimiento de la gestión, cierre de brechas de información) y su montodelimitan el aporte del programa a dicho objetivo. Específicamente, el propósitode esta operación es fortalecer la función rectora de la SENNAF en materia depolíticas orientadas a infancia, adolescencia y su ámbito familiar, posicionándolacomo una entidad clave en cuanto al cierre de brechas de conocimiento del sectory como organizadora de la acción pública integral a nivel territorial.",es,2
XI-IATI-IADB-AR-L1340,1,1,"The objective of the second individual loan operation under the CCLIP is to improve the accessibility and the effective coverage of the public health services for the population of the PBA. The specific development objectives are: (i) improve the accessibility and effectiveness of public health services at the primary care level; (ii) improve the effectiveness and integration of health services networks; and (iii) expand the provisioning capacity for the prevention, detection and care of COVID-19.",en,1
XI-IATI-IADB-AR-L1340,1,1,"El objetivo de la segunda operación individual de préstamo bajo la CCLIP es mejorar la accesibilidad y la cobertura efectiva de los servicios públicos de salud para la población de la PBA. Los objetivos específicos de desarrollo son: (i) mejorar la accesibilidad y resolutividad de los servicios públicos de salud del primer nivel de atención; (ii) mejorar la efectividad e integración de redes de servicios de salud; y (iii) ampliar la capacidad prestacional para la prevención, detección y atención de COVID-19.",es,2
XI-IATI-IADB-AR-L1268,1,1,"The objective of the program is to contribute to transparency and integrity through regulations and mechanisms that promote access to information in the following areas: (i) legal adoption of the principle of access to public information and ethical conduct of officials Public services; (Ii) the management of expenditure on works, contracting and government personnel; And (iii) management of the financial sector.",en,1
XI-IATI-IADB-AR-L1268,1,1,"El objetivo del programa es contribuir a la transparencia e integridad mediante regulaciones y mecanismos que promuevan el acceso a la información en las siguientes materias: (i) la adopción con rango legal del principio de acceso a la información pública y la conducta ética de los funcionarios públicos; (ii) la gestión del gasto en obras, contrataciones y personal del Estado; y (iii) la gestión del sector financiero.",es,2
XI-IATI-IADB-AR-L1424,1,1,"The overall objective of the CCLIP and the first operation is to improve subnational fiscal sustainability in line with the parameters of the federal fiscal adjustment conducted in Argentina at the national level. The specific objectives are: (i) to increase the effectiveness of own-source revenue collection and rebalance the tax burden toward more efficient and less distortionary taxes, (ii) to increase expenditure efficiency, and (iii) to improve financial solvency.",en,1
XI-IATI-IADB-AR-L1424,1,1,"El objetivo general de la CCLIP y de la primera operación es mejorar la sostenibilidad fiscal subnacional en línea con los parámetros del ajuste fiscal federal. Los objetivos específicos son: (i) aumentar la efectividad de la recaudación de ingresos propios y reequilibrar la carga tributaria hacia impuestos más eficientes y menos distorsivos, (ii) aumentar la eficiencia del gasto, y (iii) mejorar la solvencia financiera.",es,2
XI-IATI-IADB-AR-L1009,1,1,"The project would have three components:
1. Public Investment Strengthening, supporting the development of an integrated public investment management system, consistent with results based budgeting
2. Results based budgeting which would include budget management reforms in order to increase the coverage of the national busget system aned gear the system towards results based budgeting.
3. Public Debt management, which would include all necessary reforms to modernize public debt legislation and systems, required as a result of the profound changes in Argentinian debt in the past few years.",en,1
XI-IATI-IADB-AR-L1009,1,1, ,es,2
XI-IATI-IADB-AR-L1158,1,1,The main objective of the program is to improve rail passenger transport service in the RMBA.,en,1
XI-IATI-IADB-AR-L1158,1,1,El principal objetivo del programa es mejorar el servicio ferroviario de transporte de pasajeros en la RMBA.,es,2
XI-IATI-IADB-AR-L1417,1,1,Contribute to strengthening the capacity for strategic security management to prevent violence in Argentina,en,1
XI-IATI-IADB-AR-L1417,1,1,Contribuir al fortalecimiento de la capacidad de gestión estratégica de la seguridad para prevenir la violencia en Argentina,es,2
XI-IATI-IADB-AR-L1285,1,1,"The operation's general objective, in keeping with the goal of the CCLIP, is to contribute to provincial fiscal sustainability and growth by improving revenue, expenditure, and public investment and implementing investment projects. Its specific objectives at the provincial level are to increase: (i) less distortion revenue as a share of total revenue; (ii) the efficiency of public expenditure management; and (iii) public investment.",en,1
XI-IATI-IADB-AR-L1285,1,1,"La operacion tiene como objetivo general, en consonancia con el objetivo de la CCLIP,el de contribuir al crecimiento y sostenibilidad fiscal provincial a través de la mejora de los ingresos, gastos y de lainversión pública y la implementación de proyectos de inversión, y como objetivos específicos a nivel provincialincrementar: (i) la participación de ingresos de baja distorsión en los ingresos totales; (ii) la eficiencia de la gestión delgasto público; y (iii) la inversión pública.",es,2
XI-IATI-IADB-AR-L1152,1,1,The objectives of the project are: (i) to help increase the coverage of early childhood and secondary education for the most vulnerable population; and (ii) to support the policy for primary and secondary school retention and quality.,en,1
XI-IATI-IADB-AR-L1152,1,1,El proyecto tiene como objetivos: i) contribuir al aumento de la cobertura en los niveles de educación inicial y secundaria de la población más vulnerable; y ii) apoyar la política de retención y calidad en primaria y secundaria.,es,2
XI-IATI-IADB-AR-L1332,1,1,"The program's general development objective is to enhance public investment efficiency at the different levels of government with the aim of promoting economic and social development, in accordance with the strategic priorities of the Argentine Republic. Its specific objectives are to: (i) increase the availability of viable, execution-ready public investment projects; (ii) narrow territorial coverage gaps with respect to available projects designed to promote territorial equity; and (iii) boost the efficacy of State actors by improving their capacity to manage the public investment project cycle at the various levels of government—national, provincial, and municipal.",en,1
XI-IATI-IADB-AR-L1332,1,1,"El objetivo general de desarrollo del programa es mejorar la eficiencia de la Inversión Pública (IP) en los diferentes niveles de gobierno para promover el desarrollo económico y social, en armonía con las estrategias y prioridades de la República Argentina. Los objetivos de desarrollo específicos son: (i) incrementar la disponibilidad de proyectos de IP viables y en condiciones de ser ejecutados; (ii) disminuir brechas de cobertura territorial de proyectos disponibles orientados a promover la equidad territorial; y (iii) incrementar la eficacia de los actores estatales a través de la mejora de capacidades para la gestión del ciclo de proyectos de IP en las distintas áreas de gobierno, nacional, provincial y municipal.",es,2
XI-IATI-IADB-AR-L1309,1,1,"The general objective of the program is to help make social safety net programs in Argentina sustainable and more effective. Specifically, the program seeks to: (i) ensure the sustainability of cash transfer programs aimed at the vulnerable population in the context of the targets agreed upon by the Argentine government and the International Monetary Fund; (ii) foster progression and continuity in education, as well as comprehensive vocational training for transfer beneficiaries; (iii) improve the distributive efficiency of subsidies on public transportation services; and (iv) enhance the efficiency of social safety net programs through better management of the data generated during program execution.",en,1
XI-IATI-IADB-AR-L1309,1,1,"El objetivo general del programa es contribuir a la sostenibilidad y a la mejora de la efectividad de programas de protección social en Argentina. Específicamente, el proyecto se propone: (i) asegurar la sostenibilidad de programas de transferencias monetarias dirigidos a población vulnerable, en el marco de las metas acordadas por el Gobierno de Argentina con el Fondo Monetario Internacional; (ii) promover la progresión y continuidad educativa, así como la formación laboral integral de la población que recibe estas transferencias; (iii) mejorar la eficiencia distributiva de los subsidios a servicios públicos de transporte; y (iv) mejorar la eficiencia de los programas de protección social a través de una mejora en la gestión de la información que se genera a partir de su implementación",es,2
XI-IATI-IADB-AR-L1199,1,1,"The program's objective is to help make the economy of Argentina's central region more productive by improving road infrastructure. The specific objectives are to: (i) improve the quality of traffic flow on National Route 19 (RN 19) by expanding road capacity on the Monte Cristo–San Francisco segment, which will decrease travel times and transportation costs, enhance road safety, and possibly prevent weather-related road closures; and (ii) enhance road safety on the national road network (RVN) by developing public capacity to design and implement a nationwide road safety improvement program, which will increase the number of kilometers of the RVN designed to modern road safety standards.",en,1
XI-IATI-IADB-AR-L1199,1,1,"El objetivo del proyecto es contribuir al incremento de la productividad de la economía de la Región Centro a través de mejoras en la infraestructura vial. Los objetivos específicos del proyecto son: (i) mejorar la calidad de la circulación en el
corredor de la RN 19, en el tramo comprendido entre Montecristo y San Francisco, a través de la ampliación de la capacidad de la vía que resultará en una disminución de los tiempos de viaje y de los costos de transporte, en un mejoramiento de la seguridad vial, y en la posible eliminación de cortes por factores climáticos; y (ii) mejorar la seguridad vial en la Red Vial Nacional (RVN), a través del desarrollo de capacidades públicas para diseñar e implementar un programa de mejora de la seguridad vial de alcance nacional, que resulte en el incremento en el número de km de la RVN que cuentan con diseños con estándares modernos de seguridad vial.",es,2
XI-IATI-IADB-AR-L1180,1,1,"The goals include: (i) improve student achievement , (ii) improve retencion at all educational levels, (iii) improve monitoring and evaluation systems, (iv) increase access by building and equiping new schools in uncovered areas.",en,1
XI-IATI-IADB-AR-L1180,1,1,"Los objetivos del PROMEDU son (i) mejorar el desempeño del sistema educativo, (ii) mejorar los niveles de acceso y retención escolar, (iii) fortalecer los sistemas de monitoreo en apoyo a la evaluación de la política pública educativa nacional y (iv) construir y equipar centros educativos en el contexto de un programa integral para la promoción de la equidad y calidad educativa.",es,2
XI-IATI-IADB-AR-L1119,1,1,"The objective of this operation is to improve the living conditions of households located in shantytowns and unregulated settlements in the country. This proposed second operation is framed by the CCLIP, which aims to improve the quality of life and contribute of the urban and social inclusion of Argentine households in the poorest segments of the population.",en,1
XI-IATI-IADB-AR-L1119,1,1,"El objetivo de esta operación es mejorar las condiciones de habitabilidad de los hogares residentes en villas y asentamientos irregulares del país. Esta segunda operación individual propuesta se enmarca en el CCLIP, cuya finalidad es mejorar la calidad de vida y contribuir a la inclusión urbana y social de los hogares argentinos de los segmentos más pobres de la población.",es,2
XI-IATI-IADB-AR-L1127,1,1,The program seeks to strengthen public institutions for decision-making based on performance and results information in national and subnational public management. Its specific objectives are: (i) to modernize the public financial and budget management system at institutions of the National Public Administration (APN); and (ii) to strengthen results-based management at subnational public and/or public-private entities.,en,1
XI-IATI-IADB-AR-L1127,1,1,El Programa busca fortalecer las instituciones públicas para la toma de decisiones en base a información sobre desempeño y resultados en la gestión pública nacional y sub-nacional. Los objetivos específicos son: (i) modernizar el sistema público de gestión financiera y presupuestaria en las instituciones de la APN; y (ii) fortalecer la gestión pública orientada a resultados en las entidades públicas y/o mixtas sub-nacionales. Las acciones están enmarcadas en dos componentes.,es,2
XI-IATI-IADB-AR-L1255,1,1,"The program's overall objective is to help improve the effectiveness of MINSEG and of subnational governments
to reduce the number of murders and robberies in Argentina.
The specific objective is to help improve the effectiveness of MINSEG, federal forces, provincial police departments, and municipal
governments to reduce the number of (i) murders and (ii) robberies, initially in six priority departments: Morón and Tres de Febrero
(province of Buenos Aires); Santa Fe de la Vera Cruz (province of Santa Fe); Córdoba (the capital of the province of Córdoba);
Las Heras (province of Mendoza); and Comuna 7 – Bajo Flores (Autonomous City of Buenos Aires).",en,1
XI-IATI-IADB-AR-L1255,1,1,"El objetivo general del programa es contribuir a mejorar la efectividad del MINSEG y de los
gobiernos subnacionales para reducir homicidios dolosos y robos en Argentina.
Los objetivos específicos son: contribuir a mejorar la efectividad del MINSEG, las fuerzas federales, las policías
provinciales y los gobiernos municipales para reducir: (i) homicidios dolosos; y (ii) robos, en principio, en los seis
departamentos priorizados: Morón y Tres de Febrero (Provincia de Buenos Aires), Santa Fe de la Vera Cruz (Santa Fe),
Córdoba Capital (Córdoba), Las Heras (Mendoza) y Comuna 7 – Bajo Flores (Ciudad Autónoma de Buenos Aires).",es,2
XI-IATI-IADB-AR-L1366,1,1,Reducing the levels of social exclusion of people with disabilities,en,1
XI-IATI-IADB-AR-L1366,1,1,Reducir los niveles de exclusión social de las personas con discapacidad,es,2
XI-IATI-IADB-AR-L1333,1,1,"The general objective of this program is to promote internet access and digitization in Argentina. To achieve this, the following specific objectives are established: (i) improve the infrastructure for digital connectivity in areas far from urban centers and increase the capacity of the national data center; and (ii) improve the digital capabilities of citizens in connected areas",en,1
XI-IATI-IADB-AR-L1333,1,1,"El objetivo general de este programa es impulsar el acceso a internet y la digitalización de Argentina. Para lograrlo, se establecen los siguientes objetivos específicos: (i) mejorar la infraestructura para la conectividad digital en zonas alejadas de los centros urbanos y el aumento de la capacidad del centro nacional de datos; y (ii) mejorar las capacidades digitales de los ciudadanos en las áreas conectadas",es,2
XI-IATI-IADB-AR-L1031,1,1,"To increase, at the national level, the coverage of potable water and/or sewerage services, especially to sectors located away from urban centers, diminishing the incidence of waterborne diseases. To contribute to the sustainable environmental preservation trough the construction of sewerage and sewage treatment works avoiding surface and groundwater contamination. To reactivate the regional economies trough public works execution, contributing to the development and reactivation of small and medium companies and the generation of new jobs.",en,1
XI-IATI-IADB-AR-L1031,1,1,"Incrementar los índices de cobertura a nivel país de los servicios de provisión de agua potable y/o desagües cloacales, particularmente a los sectores alejados de los centros urbanos, disminuyendo la incidencia de enfermedades de trasmisión hídrica.Contribuir a la preservación ambiental sustentable, mediante la realización de obras que reduzcan los riesgos de contaminación de los cursos superficiales y subterráneos.Reactivar las microeconomías regionales mediante la ejecución de obras públicas, contribuyendo al desarrollo y reactivación de la pequeña y mediana empresa y la generación de nuevos puestos de trabajo.",es,2
