activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,provider_org_ref,provider_org_name,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
XM-DAC-928-AR-2018-19-04.002.AM01.ARG01,,4,2019-12-31,11754.0000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.002.AM01.ARG01,,4,2019-12-31,186.9000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.003.AM01.ARG01,,2,2018-01-01,19153.2500000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-04.003.AM01.ARG01,,11,2018-01-01,16660.5000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-04.003.AM01.ARG01,,4,2019-12-31,16301.2000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.003.AM01.ARG01,,4,2019-12-31,359.3000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,,2,2018-01-01,213091.5800000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,,11,2018-01-01,139036.1000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,,11,2018-01-01,46322.3000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,30,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,,4,2019-12-31,32013.3000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,,4,2019-12-31,15.4000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,,4,2019-12-31,134102.2000,USD,2019-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,,3,2019-12-31,18828.6000,USD,2019-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,,4,2019-12-31,399.0000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG03,,2,2018-01-01,82238.4500000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG03,,11,2018-01-01,71535.4000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG03,,4,2019-12-31,2615.8000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG03,,4,2019-12-31,58.3000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG03,,4,2019-12-31,68209.7000,USD,2019-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG03,,4,2019-12-31,651.7000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.001.AM01.ARG01,,2,2018-01-01,8846.3700000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-06.001.AM01.ARG01,,11,2018-01-01,7919.0000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-06.001.AM01.ARG01,,4,2019-12-31,726.5000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.001.AM01.ARG01,,4,2019-12-31,20.3000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.001.AM01.ARG01,,4,2019-12-31,7172.2000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG03,,2,2018-01-01,5665.4300000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG03,,11,2018-01-01,5071.5000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG03,,4,2019-12-31,757.0000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG03,,4,2019-12-31,4314.5000,USD,2019-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,,2,2018-01-01,230125.5400000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,,11,2018-01-01,206000.3000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,,4,2019-12-31,175876.9000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,,4,2019-12-31,1933.1000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,,4,2019-12-31,13052.9000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,,4,2019-12-31,7444.3000,USD,2019-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,,4,2019-12-31,7693.2000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG01,,2,2018-01-01,3200.2500000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG01,,11,2018-01-01,2864.8000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG01,,4,2019-12-31,2779.8000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG01,,4,2019-12-31,85.0000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG02,,2,2018-01-01,3042.8900000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG02,,11,2018-01-01,2723.9000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG02,,4,2019-12-31,2569.7000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG02,,4,2019-12-31,137.1000,USD,2019-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG02,,4,2019-12-31,17.2000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-12.002.AM01.ARG01,,2,2018-01-01,135392.0200000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-12.002.AM01.ARG01,,11,2018-01-01,79171.6000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-12.002.AM01.ARG01,,4,2019-12-31,12599.0000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-12.002.AM01.ARG01,,4,2019-12-31,18.6000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-12.002.AM01.ARG01,,4,2019-12-31,7.6000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-12.002.AM01.ARG01,,4,2019-12-31,66546.5000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG01,,2,2020-01-01,150500.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG01,,11,2020-01-01,150436.7000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG01,,4,2021-12-31,12691.0000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG01,,4,2021-12-31,137745.7000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,2,2020-01-01,326350.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,11,2020-01-01,93622.1000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,11,2020-01-01,46480.1000,USD,2020-01-01,,,Germany,,XM-DAC-928,World Health Organization,40,,,10,,3,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,11,2020-01-01,161962.0000,USD,2020-01-01,,XM-DAC-41110,Joint United Nations Programme on HIV/AIDS (UNAIDS),40,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,11,2020-01-01,19442.1000,USD,2020-01-01,,XM-DAC-30010,UNITAID,40,XM-DAC-928,World Health Organization,40,,,30,,4,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,119109.1000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,40830.8000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,9.1000,USD,2021-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,11.1000,USD,2021-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,946.8000,USD,2021-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,40866.1000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,46480.1000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,3,2021-12-31,58197.5000,USD,2021-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,4,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,3,2021-12-31,11882.1000,USD,2021-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,32.0000,USD,2021-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,,4,2021-12-31,2378.4000,USD,2021-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,2,2020-01-01,446800.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,11,2020-01-01,37888.2000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,11,2020-01-01,408879.0000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,30,,3,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,4,2021-12-31,257675.7000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,4,2021-12-31,3451.8000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,4,2021-12-31,51.8000,USD,2021-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,4,2021-12-31,11946.4000,USD,2021-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,4,2021-12-31,34436.4000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,,3,2021-12-31,137450.5000,USD,2021-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,3,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,,2,2020-01-01,5750.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,,11,2020-01-01,5149.6000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,,4,2021-12-31,5118.5000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,,4,2021-12-31,31.1000,USD,2021-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,,2,2020-01-01,61000.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,,11,2020-01-01,60991.2000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,,4,2021-12-31,60991.2000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,,2,2020-01-01,15400.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,,11,2020-01-01,15325.5000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,,4,2021-12-31,15325.5000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,,2,2020-01-01,13300.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,,11,2020-01-01,13299.9000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,,4,2021-12-31,13299.9000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,,2,2020-01-01,7040.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,,11,2020-01-01,6591.2000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,,4,2021-12-31,6591.2000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,,2,2020-01-01,34000.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,,11,2020-01-01,30092.5000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,,4,2021-12-31,28520.3000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,,4,2021-12-31,1572.3000,USD,2021-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,,2,2020-01-01,21400.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,,11,2020-01-01,3374.9000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,,4,2021-12-31,3374.9000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,,2,2020-01-01,16500.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,,11,2020-01-01,2942.2000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,,4,2021-12-31,2942.2000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,,2,2020-01-01,161600.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,,11,2020-01-01,15230.7000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,,11,2020-01-01,15000.0000,USD,2020-01-01,,44000,World Bank,40,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,,11,2020-01-01,111600.0000,USD,2020-01-01,,,Bloomberg Family Foundation,,XM-DAC-928,World Health Organization,40,,,30,,4,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,,4,2021-12-31,125049.3000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,,4,2021-12-31,14390.5000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,,4,2021-12-31,840.2000,USD,2021-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,,2,2020-01-01,33400.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,,11,2020-01-01,5500.0000,USD,2020-01-01,,,Germany,,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,,11,2020-01-01,23489.2000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,,11,2020-01-01,4000.0000,USD,2020-01-01,,41AAA,United Nations Office for Project Services (UNOPS),40,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,,4,2021-12-31,9377.2000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,,4,2021-12-31,16231.0000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,,3,2021-12-31,7258.2000,USD,2021-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,,2,2020-01-01,4000.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,,11,2020-01-01,2174.7000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,,4,2021-12-31,2174.7000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,,2,2020-01-01,24000.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,,11,2020-01-01,5681.4000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,,3,2021-12-31,5681.4000,USD,2021-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,,2,2020-01-01,21900.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,,11,2020-01-01,8448.2000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,,4,2021-12-31,4972.5000,USD,2021-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,,3,2021-12-31,3475.7000,USD,2021-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,,2,2020-01-01,16000.0000000000,USD,2020-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
